-0.121097 -95.055183,51.386580 -90.553768,76.710130 69.589502,25.690978 83.227286,-25.908450 86.694311,-76.761321 100.378599,-51.535698 -99.565600,17.093286 -63.944979,68.364138 -55.970434,59.900058 108.755107,8.487477 114.417345,-43.018454 118.299949,-84.444447 -105.090735,-34.474538 -67.510225,34.275595 -32.603294,84.430819 4.876455,42.842482 141.625446,-8.726873 145.502771,-60.019052 151.179640,-68.450340 -44.165222,-17.324364 -36.166085,51.386580 -0.553768,76.710130 159.589502,25.690978 173.227286,-25.908450 176.694311,-76.761321 -169.621401,-51.535698 -9.565600,-0.121097 -5.055183,68.364138 34.029566,59.900058 -161.244893,8.487477 -155.582655,-43.018454 -151.700051,-84.444447 -15.090735,-34.474538 22.489775,17.093286 26.055021,84.430819 94.876455,42.842482 -128.374554,-8.726873 -124.497229,-60.019052 -118.820360,-68.450340 45.834778,-17.324364 53.833915,34.275595 57.396706
-82.252572 94.141488,-45.650768 -116.914232,5.830099 -112.877780,57.276010 -107.655278,70.959623 56.309254,19.748447 65.468828,-31.832413 68.982559,-79.263769 -102.515288,-28.554870 -85.195438,23.038094 -81.718966,74.156525 -70.505110,54.018433 91.811726,2.536280 96.597304,-48.909656 100.871148,-62.628775 -60.186447,-11.381999 -53.965673,40.200109 -50.212536,86.064867 61.291762,36.922250 124.060941,-14.671571 127.694881,-65.855389 134.781055,-45.650768 -26.914232,5.830099 -22.877780,57.276010 -17.655278,70.959623 146.309254,19.748447 155.468828,-31.832413 158.982559,-82.252572 -175.858512,-28.554870 4.804562,23.038094 8.281034,74.156525 19.494890,54.018433 -178.188274,2.536280 -173.402696,-48.909656 -169.128852,-79.263769 -12.515288,-11.381999 36.034327,40.200109 39.787464,86.064867 151.291762,36.922250 -145.939059,-14.671571 -142.305119,-65.855389 -135.218945,-62.628775 29.813553
-83.791411 101.747228,-43.846132 -116.815321,7.652220 -112.887641,59.075701 -107.373372,69.181175 57.158141,17.927957 65.470562,-33.644277 69.017479,-77.553347 -99.839919,-26.740474 -85.176130,24.857241 -81.708094,75.910773 -68.931453,52.214156 92.000928,0.714158 96.585938,-50.710599 101.017147,-60.839896 -59.808870,-9.561535 -53.973334,42.012146 -50.137951,85.036192 80.534124,35.107690 124.109223,-16.490659 127.692107,-67.635627 135.378983,-43.846132 -26.815321,7.652220 -22.887641,59.075701 -17.373372,69.181175 147.158141,17.927957 155.470562,-33.644277 159.017479,-83.791411 -168.252772,-26.740474 4.823870,24.857241 8.291906,75.910773 21.068547,52.214156 -177.999072,0.714158 -173.414062,-50.710599 -168.982853,-77.553347 -9.839919,-9.561535 36.026666,42.012146 39.862049,85.036192 170.534124,35.107690 -145.890777,-16.490659 -142.307893,-67.635627 -134.621017,-60.839896 30.191130
-85.148255 114.002197,-42.040286 -116.729504,9.474241 -112.896515,60.873413 -107.046533,67.397634 57.859916,16.107079 65.469726,-35.455166 69.059227,-75.820699 -97.835370,-24.925251 -85.161320,26.675822 -81.693184,77.649543 -66.888307,50.408492 92.165646,-1.107862 96.574474,-52.510094 101.184713,-59.048684 -59.484493,-7.740675 -53.982227,43.823194 -50.051704,83.650570 92.285025,33.292316 124.149984,-18.309166 127.691627,-69.411597 136.094729,-42.040286 -26.729504,9.474241 -22.896515,60.873413 -17.046533,67.397634 147.859916,16.107079 155.469726,-35.455166 159.059227,-85.148255 -155.997803,-24.925251 4.838680,26.675822 8.306816,77.649543 23.111693,50.408492 -177.834354,-1.107862 -173.425526,-52.510094 -168.815287,-75.820699 -7.835370,-7.740675 36.017773,43.823194 39.948296,83.650570 -177.714975,33.292316 -145.850016,-18.309166 -142.308373,-69.411597 -133.905271,-59.048684 30.515507
-86.127065 133.953205,-40.233278 -116.655284,11.296110 -112.904151,62.668885 -106.665883,65.609995 58.446608,14.285862 65.466640,-37.265041 69.108602,-74.072930 -96.287700,-23.109242 -85.150535,28.493792 -81.673759,79.365422 -64.153056,48.601536 92.309136,-2.929727 96.563142,-54.308050 101.377166,-57.255389 -59.204579,-5.919470 -53.992104,45.633200 -49.952286,82.093401 99.597947,31.476172 124.184014,-20.127046 127.693763,-71.182280 136.961314,-40.233278 -26.655284,11.296110 -22.904151,62.668885 -16.665883,65.609995 148.446608,14.285862 155.466640,-37.265041 159.108602,-86.127065 -136.046795,-23.109242 4.849465,28.493792 8.326241,79.365422 25.846944,48.601536 -177.690864,-2.929727 -173.436858,-54.308050 -168.622834,-74.072930 -6.287700,-5.919470 36.007896,45.633200 40.047714,82.093401 -170.402053,31.476172 -145.815986,-20.127046 -142.306237,-71.182280 -133.038686,-57.255389 30.795421
-86.404689 161.407093,-38.425151 -116.591369,13.117773 -112.910291,64.461779 -106.220088,63.818978 58.941657,12.464357 65.461603,-39.073864 69.166511,-72.314376 -95.063847,-21.292489 -85.143342,30.311106 -81.649296,81.045433 -60.346442,46.793370 92.434121,-4.751386 96.552170,-56.104357 101.598519,-55.460208 -58.962182,-4.097973 -54.002724,47.442105 -49.837938,80.448117 104.422490,29.659301 124.212012,-21.944253 127.698861,-72.946222 138.025119,-38.425151 -26.591369,13.117773 -22.910291,64.461779 -16.220088,63.818978 148.941657,12.464357 155.461603,-39.073864 159.166511,-86.404689 -108.592907,-21.292489 4.856658,30.311106 8.350704,81.045433 29.653558,46.793370 -177.565879,-4.751386 -173.447830,-56.104357 -168.401481,-72.314376 -5.063847,-4.097973 35.997276,47.442105 40.162062,80.448117 -165.577510,29.659301 -145.787988,-21.944253 -142.301139,-72.946222 -131.974881,-55.460208 31.037818
-85.838376 -173.192857,-36.615947 -116.536634,14.939180 -112.914661,66.251654 -105.694446,62.025115 59.362592,10.642615 65.454896,-40.881595 69.233984,-70.547813 -94.077222,-19.475036 -85.139349,32.127720 -81.619210,82.665085 -54.783807,44.984063 92.542894,-6.572785 96.541789,-57.898882 101.853667,-53.663295 -58.751708,-2.276234 -54.013852,49.249846 -49.706599,78.753210 107.786460,27.841747 124.234604,-23.760744 127.707295,-74.701290 139.353254,-36.615947 -26.536634,14.939180 -22.914661,66.251654 -15.694446,62.025115 149.362592,10.642615 155.454896,-40.881595 159.233984,-85.838376 -83.192857,-19.475036 4.860651,32.127720 8.380790,82.665085 35.216193,44.984063 -177.457106,-6.572785 -173.458211,-57.898882 -168.146333,-70.547813 -4.077222,-2.276234 35.986148,49.249846 40.293401,78.753210 -162.213540,27.841747 -145.765396,-23.760744 -142.292705,-74.701290 -130.646746,-53.663295 31.248292
-84.691643 -156.335240,-34.805703 -116.490093,16.760281 -112.916975,68.037917 -105.069546,60.228805 59.722780,8.820686 65.446787,-42.688191 69.312205,-68.775093 -93.269262,-17.656926 -85.138189,33.943593 -81.582850,84.174021 -46.168285,43.173677 92.637399,-8.393871 96.532237,-59.691454 102.148649,-51.864775 -58.568604,-0.454306 -54.025257,51.056348 -49.555833,77.027998 110.240129,26.023553 124.252351,-25.576475 127.719472,-76.444243 141.046256,-34.805703 -26.490093,16.760281 -22.916975,68.037917 -15.069546,60.228805 149.722780,8.820686 155.446787,-42.688191 159.312205,-84.691643 -66.335240,-17.656926 4.861811,33.943593 8.417150,84.174021 43.831715,43.173677 -177.362601,-8.393871 -173.467763,-59.691454 -167.851351,-68.775093 -3.269262,-0.454306 35.974743,51.056348 40.444167,77.027998 -159.759871,26.023553 -145.747649,-25.576475 -142.280528,-76.444243 -128.953744,-51.864775 31.431396
-83.254184 -146.063914,-32.994460 -116.450881,18.581026 -112.916927,69.819764 -104.319243,58.430356 60.032586,6.998622 65.437531,-44.493608 69.402536,-66.997491 -92.599038,-15.838205 -85.139528,35.758680 -81.539487,85.460652 -32.104232,41.362268 92.719301,-10.214595 96.523757,-61.481862 102.490994,-50.064751 -58.409125,1.367756 -54.036712,52.861527 -49.382739,75.283014 112.094738,24.204764 124.265761,-27.391406 127.735838,-78.169938 143.261021,-32.994460 -26.450881,18.581026 -22.916927,69.819764 -14.319243,58.430356 150.032586,6.998622 155.437531,-44.493608 159.402536,-83.254184 -56.063914,-15.838205 4.860472,35.758680 8.460513,85.460652 57.895768,41.362268 -177.280699,-10.214595 -173.476243,-61.481862 -167.509006,-66.997491 -2.599038,1.367756 35.963288,52.861527 40.617261,75.283014 -157.905262,24.204764 -145.734239,-27.391406 -142.264162,-78.169938 -126.738979,-50.064751 31.590875
-81.675155 -139.567087,-31.182255 -116.418232,20.401365 -112.914189,71.596069 -103.407495,56.630007 60.300172,5.176477 65.427374,-46.297798 69.506554,-65.215913 -92.037129,-14.018920 -85.143051,37.572938 -81.488295,86.286412 -9.638087,39.549888 92.790030,-12.034905 96.516601,-63.269830 102.890222,-48.263308 -58.270161,3.189901 -54.047988,54.665280 -49.183837,73.524414 113.536650,22.385425 124.275292,-29.205496 127.756884,-79.869769 146.254393,-31.182255 -26.418232,20.401365 -22.914189,71.596069 -13.407495,56.630007 150.300172,5.176477 155.427374,-46.297798 159.506554,-81.675155 -49.567087,-14.018920 4.856949,37.572938 8.511705,86.286412 80.361913,39.549888 -177.209970,-12.034905 -173.483399,-63.269830 -167.109778,-65.215913 -2.037129,3.189901 35.952012,54.665280 40.816163,73.524414 -156.463350,22.385425 -145.724708,-29.205496 -142.243116,-79.869769 -123.745607,-48.263308 31.729839
-80.021414 -135.208292,-29.369127 -116.391466,22.221252 -112.908410,73.365220 -102.283278,54.827947 60.532049,3.354304 65.416554,-48.100708 69.626105,-63.431015 -91.561867,-12.199118 -85.148464,39.386322 -81.428340,86.326232 18.562945,37.736584 92.850826,-13.854751 96.511031,-65.055002 103.358534,-46.460517 -58.149108,5.012075 -54.058856,56.467487 -48.954907,71.756010 114.683261,20.565581 124.281363,-31.018706 127.783151,-81.528379 150.470519,-29.369127 -26.391466,22.221252 -22.908410,73.365220 -12.283278,54.827947 150.532049,3.354304 155.416554,-48.100708 159.626105,-80.021414 -45.208292,-12.199118 4.851536,39.386322 8.571660,86.326232 108.562945,37.736584 -177.149174,-13.854751 -173.488969,-65.055002 -166.641466,-63.431015 -1.561867,5.012075 35.941144,56.467487 41.045093,71.756010 -155.316739,20.565581 -145.718637,-31.018706 -142.216849,-81.528379 -119.529481,-46.460517 31.850892
-78.324531 -132.126642,-27.555115 -116.369972,24.040639 -112.899208,75.124836 -100.872076,53.024328 60.733475,1.532154 65.405305,-49.902276 69.763352,-61.643283 -91.156954,-10.378848 -85.155488,41.198788 -81.358556,85.558922 41.821510,35.922403 92.902768,-15.674085 96.507326,-66.836903 103.911830,-44.656440 -58.043768,6.834225 -54.069083,58.267997 -48.690789,69.980276 115.611808,18.745281 124.284360,-32.830995 127.815242,-83.116140 156.722546,-27.555115 -26.369972,24.040639 -22.899208,75.124836 -10.872076,53.024328 150.733475,1.532154 155.405305,-49.902276 159.763352,-78.324531 -42.126642,-10.378848 4.844512,41.198788 8.641444,85.558922 131.821510,35.922403 -177.097232,-15.674085 -173.492674,-66.836903 -166.088170,-61.643283 -1.156954,6.834225 35.930917,58.267997 41.309211,69.980276 -154.388192,18.745281 -145.715640,-32.830995 -142.184758,-83.116140 -113.277454,-44.656440 31.956232
-76.600747 -129.854158,-25.740258 -116.353205,25.859480 -112.886167,76.871256 -99.061033,51.219274 60.908745,-0.289918 65.393857,-51.702431 69.920861,-59.853084 -90.809901,-8.558159 -85.163859,43.010286 -81.277718,84.301658 56.536873,34.107389 92.946802,-17.492859 96.505778,-68.614896 104.571212,-42.851131 -57.952271,8.656297 -54.078430,60.066627 -48.385099,68.198877 116.375018,16.924570 124.284637,-34.642327 127.853831,-84.570771 166.555712,-25.740258 -26.353205,25.859480 -22.886167,76.871256 -9.061033,51.219274 150.908745,-0.289918 155.393857,-51.702431 159.920861,-76.600747 -39.854158,-8.558159 4.836141,43.010286 8.722282,84.301658 146.536873,34.107389 -177.053198,-17.492859 -173.494222,-68.614896 -165.428788,-59.853084 -0.809901,8.656297 35.921570,60.066627 41.614901,68.198877 -153.624982,16.924570 -145.715363,-34.642327 -142.146169,-84.570771 -103.444288,-42.851131 32.047729
-74.859103 -128.121614,-23.924597 -116.340668,27.677729 -112.868831,78.598598 -96.671752,49.412887 61.061399,-2.111860 65.382438,-53.501090 70.101690,-58.060697 -90.510981,-6.737103 -85.173325,44.820766 -81.184414,82.806844 65.525705,32.291586 92.983762,-19.311026 96.506698,-70.388103 105.365271,-41.044639 -57.873017,10.478241 -54.086653,61.863141 -48.029844,66.412975 117.010038,15.103500 124.282524,-36.452662 127.899677,-85.753415 -177.315362,-23.924597 -26.340668,27.677729 -22.868831,78.598598 -6.671752,49.412887 151.061399,-2.111860 155.382438,-53.501090 160.101690,-74.859103 -38.121614,-6.737103 4.826675,44.820766 8.815586,82.806844 155.525705,32.291586 -177.016238,-19.311026 -173.493302,-70.388103 -164.634729,-58.060697 -0.510981,10.478241 35.913347,61.863141 41.970156,66.412975 -152.989962,15.103500 -145.717476,-36.452662 -142.100323,-85.753415 -87.315362,-41.044639 32.126983
-73.104974 -126.765322,-22.108173 -116.331914,29.495343 -112.846698,80.296853 -93.407737,47.605255 61.194384,-3.933618 65.371275,-55.298153 70.309521,-56.266341 -90.252506,-4.915730 -85.183640,46.630173 -81.077004,81.194544 71.297927,30.475036 93.014386,-21.128540 96.510422,-72.155286 106.333693,-39.237009 -57.804624,12.300002 -54.093497,63.657240 -47.614887,64.623400 117.543756,13.282118 124.278327,-38.261962 127.953635,-86.386524 -152.594398,-22.108173 -26.331914,29.495343 -22.846698,80.296853 -3.407737,47.605255 151.194384,-3.933618 155.371275,-55.298153 160.309521,-73.104974 -36.765322,-4.915730 4.816360,46.630173 8.922996,81.194544 161.297927,30.475036 -176.985614,-21.128540 -173.489578,-72.155286 -163.666307,-56.266341 -0.252506,12.300002 35.906503,63.657240 42.385113,64.623400 -152.456244,13.282118 -145.721673,-38.261962 -142.046365,-86.386524 -62.594398,-39.237009 32.195376
-71.341732 -125.680809,-20.291029 -116.326531,31.312277 -112.819212,81.947792 -88.747550,45.796452 61.310175,-5.755140 65.360600,-57.093496 70.548826,-54.470188 -90.028320,-3.094093 -85.194569,48.438446 -80.953570,79.518728 75.228564,28.657784 93.039332,-22.945358 96.517310,-73.914660 107.533106,-37.428284 -57.745897,14.121531 -54.098696,65.448533 -47.127172,62.830758 117.996093,11.460476 124.272336,-40.070188 128.016678,-86.185925 -124.831520,-20.291029 -26.326531,31.312277 -22.819212,81.947792 1.252450,45.796452 151.310175,-5.755140 155.360600,-57.093496 160.548826,-71.341732 -35.680809,-3.094093 4.805431,48.438446 9.046430,79.518728 165.228564,28.657784 -176.960668,-22.945358 -173.482690,-73.914660 -162.466894,-54.470188 -0.028320,14.121531 35.901304,65.448533 42.872828,62.830758 -152.003907,11.460476 -145.727664,-40.070188 -141.983322,-86.185925 -34.831520,-37.428284 32.254103
-69.571590 -124.798579,-18.473208 -116.324142,33.128488 -112.785755,83.515373 -81.721412,43.986543 61.410864,-7.576373 65.350647,-58.886969 70.825093,-52.672376 -89.833436,-1.272244 -85.205878,50.245514 -80.811854,77.805438 78.041740,26.839871 93.059189,-24.761436 96.527754,-75.663550 109.046973,-35.618502 -57.695791,15.942775 -54.101970,67.236502 -46.549606,61.035503 118.382112,9.638624 124.264824,-41.877299 128.089917,-85.256212 -104.073047,-18.473208 -26.324142,33.128488 -22.785755,83.515373 8.278588,43.986543 151.410864,-7.576373 155.350647,-58.886969 160.825093,-69.571590 -34.798579,-1.272244 4.794122,50.245514 9.188146,77.805438 168.041740,26.839871 -176.940811,-24.761436 -173.472246,-75.663550 -160.953027,-52.672376 0.166564,15.942775 35.898030,67.236502 43.450394,61.035503 -151.617888,9.638624 -145.735176,-41.877299 -141.910083,-85.256212 -14.073047,-35.618502 32.304209
-67.796049 -124.070741,-16.654756 -116.324400,34.943933 -112.745632,84.922004 -70.484809,42.175587 61.498235,-9.397266 65.341655,-60.678378 71.145130,-50.873016 -89.663770,0.549764 -85.217339,52.051298 -80.649176,76.068371 80.136517,25.021344 93.074486,-26.576731 96.542182,-77.397800 111.003073,-33.807703 -57.653389,17.763686 -54.103022,69.020449 -45.859376,59.237982 118.713410,7.816614 124.256051,-43.683251 128.174630,-83.923232 -91.254055,-16.654756 -26.324400,34.943933 -22.745632,84.922004 19.515191,42.175587 151.498235,-9.397266 155.341655,-60.678378 161.145130,-67.796049 -34.070741,0.549764 4.782661,52.051298 9.350824,76.068371 170.136517,25.021344 -176.925514,-26.576731 -173.457818,-77.397800 -158.996927,-50.873016 0.336230,17.763686 35.896978,69.020449 44.140624,59.237982 -151.286590,7.816614 -145.743949,-43.683251 -141.825370,-83.923232 -1.254055,-33.807703 32.346611
-66.016162 -123.463282,-14.835718 -116.326980,36.758568 -112.698063,85.994560 -52.037288,40.363637 61.573815,-11.217768 65.333872,-62.467480 71.517492,-49.072201 -89.515946,2.371879 -85.228724,53.855705 -80.462334,74.315303 81.745941,23.202246 93.085704,-28.391204 96.561063,-79.110630 113.605953,-31.995925 -57.617884,19.584214 -54.101534,70.799407 -45.025374,57.438460 118.999057,5.994500 124.246269,-45.487998 128.272292,-82.396091 -83.331097,-14.835718 -26.326980,36.758568 -22.698063,85.994560 37.962712,40.363637 151.573815,-11.217768 155.333872,-62.467480 161.517492,-66.016162 -33.463282,2.371879 4.771276,53.855705 9.537666,74.315303 171.745941,23.202246 -176.914296,-28.391204 -173.438937,-79.110630 -156.394047,-49.072201 0.484054,19.584214 35.898466,70.799407 44.974626,57.438460 -151.000943,5.994500 -145.753731,-45.487998 -141.727708,-82.396091 6.668903,-31.995925 32.382116
-64.232686 -122.951415,-13.016142 -116.331579,38.572351 -112.642166,86.419211 -25.330356,38.550742 61.638928,-13.037828 65.327557,-64.253958 71.953072,-47.270006 -89.387147,4.194046 -85.239803,55.658622 -80.247461,72.550931 83.013637,21.382623 93.093279,-30.204813 96.584915,-80.790303 117.200481,-30.183206 -57.588556,21.404309 -54.097166,72.572010 -44.004102,55.637147 119.246247,4.172332 124.235717,-47.291490 128.384623,-80.770553 -78.153751,-13.016142 -26.331579,38.572351 -22.642166,86.419211 64.669644,38.550742 151.638928,-13.037828 155.327557,-64.253958 161.953072,-64.232686 -32.951415,4.194046 4.760197,55.658622 9.752539,72.550931 173.013637,21.382623 -176.906721,-30.204813 -173.415085,-80.790303 -152.799519,-47.270006 0.612853,21.404309 35.902834,72.572010 45.995898,55.637147 -150.753753,4.172332 -145.764283,-47.291490 -141.615377,-80.770553 11.846249,-30.183206 32.411444
-62.446175 -122.516663,-11.196076 -116.337913,40.385234 -112.576935,85.984872 1.306782,36.736949 61.694720,-14.857398 65.322980,-66.037395 72.465959,-45.466499 -89.275002,6.016213 -85.250347,57.459915 -79.999849,70.778242 84.032356,19.562522 93.097611,-32.017520 96.614312,-82.414990 122.402327,-28.369586 -57.564766,23.223926 -54.089549,74.336267 -42.732955,53.834211 119.460761,2.350165 124.224633,-49.093668 128.513634,-79.090384 -74.573935,-11.196076 -26.337913,40.385234 -22.576935,85.984872 91.306782,36.736949 151.694720,-14.857398 155.322980,-66.037395 162.465959,-62.446175 -32.516663,6.016213 4.749653,57.459915 10.000151,70.778242 174.032356,19.562522 -176.902389,-32.017520 -173.385688,-82.414990 -147.597673,-45.466499 0.724998,23.223926 35.910451,74.336267 47.267045,53.834211 -150.539239,2.350165 -145.775367,-49.093668 -141.486366,-79.090384 15.426065,-28.369586 32.435234
-60.657044 -122.144984,-9.375569 -116.345712,42.197173 -112.501222,84.906724 19.650498,34.922304 61.742195,-16.676429 65.320426,-67.817235 73.074692,-43.661737 -89.177503,7.838327 -85.260119,59.259414 -79.713704,68.999218 84.864419,17.741989 93.099067,-33.829287 96.649896,-83.940532 130.368449,-26.555104 -57.545941,25.043018 -54.078285,76.089177 -41.118723,52.029787 119.647294,0.528052 124.213246,-50.894467 128.661701,-77.377243 -71.980422,-9.375569 -26.345712,42.197173 -22.501222,84.906724 109.650498,34.922304 151.742195,-16.676429 155.320426,-67.817235 163.074692,-60.657044 -32.144984,7.838327 4.739881,59.259414 10.286296,68.999218 174.864419,17.741989 -176.900933,-33.829287 -173.350104,-83.940532 -139.631551,-43.661737 0.822497,25.043018 35.921715,76.089177 48.881277,52.029787 -150.352706,0.528052 -145.786754,-50.894467 -141.338299,-77.377243 18.019578,-26.555104 32.454059
-58.865608 -121.825515,-7.554672 -116.354717,44.008117 -112.413703,83.497421 30.821111,33.106849 61.782235,-18.494874 65.320198,-69.592718 73.804148,-41.855771 -89.092936,9.660335 -85.268878,61.056911 -79.381811,67.215218 85.553143,15.921074 93.097987,-35.640074 96.692385,-85.270239 143.263979,-24.739799 -57.531563,26.861538 -54.062937,77.826014 -39.016989,50.223987 119.809704,-1.293955 124.201785,-52.693809 128.831646,-75.642785 -70.030598,-7.554672 -26.354717,44.008117 -22.413703,83.497421 120.821111,33.106849 151.782235,-18.494874 155.320198,-69.592718 163.804148,-58.865608 -31.825515,9.660335 4.731122,61.056911 10.618189,67.215218 175.553143,15.921074 -176.902013,-35.640074 -173.307615,-85.270239 -126.736021,-41.855771 0.907064,26.861538 35.937063,77.826014 50.983011,50.223987 -150.190296,-1.293955 -145.798215,-52.693809 -141.168354,-75.642785 19.969402,-24.739799 32.468437
-57.072113 -121.549726,-5.733435 -116.364680,45.818013 -112.312845,81.928510 37.810483,31.290629 61.815617,-20.312687 65.322620,-71.362788 74.688473,-40.048647 -89.019825,11.482185 -85.276373,62.852136 -78.995076,65.427205 86.129518,14.099826 93.094689,-37.449844 96.742588,-86.193250 164.129293,-22.923712 -57.521164,28.679443 -54.043023,79.538955 -36.193289,48.416904 119.951187,-3.115802 124.190479,-54.491602 129.026853,-73.893749 -68.521119,-5.733435 -26.364680,45.818013 -22.312845,81.928510 127.810483,31.290629 151.815617,-20.312687 155.322620,-71.362788 164.688473,-57.072113 -31.549726,11.482185 4.723627,62.852136 11.004924,65.427205 176.129518,14.099826 -176.905311,-37.449844 -173.257412,-86.193250 -105.870707,-40.048647 0.980175,28.679443 35.956977,79.538955 53.806711,48.416904 -150.048813,-3.115802 -145.809521,-54.491602 -140.973147,-73.893749 21.478881,-22.923712 32.478836
-55.276748 -121.310826,-3.911910 -116.375362,47.626803 -112.196862,80.276846 42.449540,29.473687 61.843036,-22.129823 65.328041,-73.125936 75.775761,-38.240408 -88.956897,13.303824 -85.282344,64.644744 -78.541866,63.635876 86.616274,12.278294 93.089468,-39.258557 96.801424,-86.383587 -168.074201,-21.106886 -57.514316,30.496688 -54.018013,81.214202 -32.245854,46.608618 120.074418,-4.937437 124.179557,-56.287734 129.251417,-72.134269 -67.324883,-3.911910 -26.375362,47.626803 -22.196862,80.276846 132.449540,29.473687 151.843036,-22.129823 155.328041,-73.125936 165.775761,-55.276748 -31.310826,13.303824 4.717656,64.644744 11.458134,63.635876 176.616274,12.278294 -176.910532,-39.258557 -173.198576,-86.383587 -78.074201,-38.240408 1.043103,30.496688 35.981987,81.214202 57.754146,46.608618 -149.925582,-4.937437 -145.820443,-56.287734 -140.748583,-72.134269 22.675117,-21.106886 32.485684
-53.479665 -121.103341,-2.090150 -116.386529,49.434420 -112.063657,78.578159 45.700665,27.656065 61.865108,-23.946238 65.336838,-74.879939 77.135835,-36.431095 -88.903041,15.125203 -85.286518,66.434280 -78.007069,61.841746 87.030450,10.456530 93.082606,-41.066173 96.869938,-85.741858 -143.446526,-19.289363 -57.510628,32.313229 -53.987317,82.825500 -26.445155,44.799198 120.181649,-6.758806 124.169250,-58.082068 129.510335,-70.367005 -66.358831,-2.090150 -26.386529,49.434420 -22.063657,78.578159 135.700665,27.656065 151.865108,-23.946238 155.336838,-74.879939 167.135835,-53.479665 -31.103341,15.125203 4.713482,66.434280 11.992931,61.841746 177.030450,10.456530 -176.917394,-41.066173 -173.130062,-85.741858 -53.446526,-36.431095 1.096959,32.313229 36.012683,82.825500 63.554845,44.799198 -149.818351,-6.758806 -145.830750,-58.082068 -140.489665,-70.367005 23.641169,-19.289363 32.489372
-51.680988 -120.922810,-0.268206 -116.397951,51.240792 -111.910752,76.850543 48.081620,25.837809 61.882390,-25.761890 65.349422,-76.621408 78.873697,-34.620748 -88.857287,16.946269 -85.288605,68.220134 -77.370696,60.045205 87.385059,8.634585 93.074368,-42.872651 96.949330,-84.554646 -127.412011,-17.471189 -57.509739,34.129023 -53.950277,84.318381 -17.405514,42.988705 120.274795,-8.579858 124.159796,-59.874430 129.809780,-68.593735 -65.566584,-0.268206 -26.397951,51.240792 -21.910752,76.850543 138.081620,25.837809 151.882390,-25.761890 155.349422,-76.621408 168.873697,-51.680988 -30.922810,16.946269 4.711395,68.220134 12.629304,60.045205 177.385059,8.634585 -176.925632,-42.872651 -173.050670,-84.554646 -37.412011,-34.620748 1.142713,34.129023 36.049723,84.318381 72.594486,42.988705 -149.725205,-8.579858 -145.840204,-59.874430 -140.190220,-68.593735 24.433416,-17.471189 32.490261
-49.880815 -120.765560,1.553867 -116.409398,53.045830 -111.735193,75.103936 49.887015,24.018961 61.895383,-27.576737 65.366243,-78.344934 81.153962,-32.809405 -88.818779,18.766975 -85.288298,70.001472 -76.605759,58.246552 87.690210,6.812511 93.065009,-44.677945 97.040982,-83.097829 -117.635015,-15.652408 -57.511315,35.944027 -53.906154,85.571616 -2.602043,41.177195 120.355493,-10.400542 124.151439,-61.664602 130.157460,-66.815691 -64.908617,1.553867 -26.409398,53.045830 -21.735193,75.103936 139.887015,24.018961 151.895383,-27.576737 155.366243,-78.344934 171.153962,-49.880815 -30.765560,18.766975 4.711702,70.001472 13.394241,58.246552 177.690210,6.812511 -176.934991,-44.677945 -172.959018,-83.097829 -27.635015,-32.809405 1.181221,35.944027 36.093846,85.571616 87.397957,41.177195 -149.644507,-10.400542 -145.848561,-61.664602 -139.842540,-66.815691 25.091383,-15.652408 32.488685
-48.079231 -120.628537,3.376018 -116.420642,54.849431 -111.533431,73.344188 51.294229,22.199568 61.904542,-29.390739 65.387796,-80.041418 84.247543,-30.997104 -88.786761,20.587270 -85.285266,71.777131 -75.674962,56.446020 87.953874,4.990361 93.054773,-46.482008 97.146498,-81.508951 -111.414394,-13.833068 -57.515044,37.758198 -53.854112,86.330982 20.759561,39.364718 120.425154,-12.220806 124.144433,-63.452303 130.563132,-65.033747 -64.356445,3.376018 -26.420642,54.849431 -21.533431,73.344188 141.294229,22.199568 151.904542,-29.390739 155.387796,-80.041418 174.247543,-48.079231 -30.628537,20.587270 4.714734,71.777131 14.325038,56.446020 177.953874,4.990361 -176.945227,-46.482008 -172.853502,-81.508951 -21.414394,-30.997104 1.213239,37.758198 36.145888,86.330982 110.759561,39.364718 -149.574846,-12.220806 -145.855567,-63.452303 -139.436868,-65.033747 25.643555,-13.833068 32.484956
-46.276306 -120.509184,5.198191 -116.431455,56.651472 -111.301162,71.574939 52.415534,20.379676 61.910283,-31.203856 65.414629,-81.694498 88.625678,-29.183884 -88.760560,22.407108 -85.279156,73.545434 -74.525348,54.643795 88.182418,3.168187 93.043899,-48.284783 97.267750,-79.849715 -107.216627,-12.013216 -57.520633,39.571491 -53.793204,86.280651 48.952696,37.551323 120.484999,-14.040603 124.139041,-65.237164 131.039321,-63.248539 -63.889042,5.198191 -26.431455,56.651472 -21.301162,71.574939 142.415534,20.379676 151.910283,-31.203856 155.414629,-81.694498 178.625678,-46.276306 -30.509184,22.407108 4.720844,73.545434 15.474652,54.643795 178.182418,3.168187 -176.956101,-48.284783 -172.732250,-79.849715 -17.216627,-29.183884 1.239440,39.571491 36.206796,86.280651 138.952696,37.551323 -149.515001,-14.040603 -145.860959,-65.237164 -138.960679,-63.248539 26.110958,-12.013216 32.479367
