-0.12 -95.06,32.72 -92.74,65.29 -87.23,81.10 61.39,49.06 80.82,16.31 83.90,-16.54 86.02,-49.22 89.11,-81.14 108.61,-65.39 -102.90,-32.92 -97.37,10.84 -64.36,43.62 -61.63,75.96 -50.55,70.66 104.68,38.17 112.13,5.36 114.62,-27.47 116.82,-60.02 121.18,-85.51 -117.94,-54.63 -70.10,-22.01 -66.50,21.78 -33.61,54.49 -30.02,85.51 17.73,59.90 138.76,27.25 143.11,-5.60 145.30,-38.36 147.79,-70.73 155.27,-76.02 -49.60,-43.79 -38.49,-11.07 -35.75,32.72 -2.74,65.29 2.77,81.10 151.39,49.06 170.82,16.31 173.90,-16.54 176.02,-49.22 179.11,-81.14 -161.39,-65.39 -12.90,-32.92 -7.37,-0.12 -5.06,43.62 28.37,75.96 39.45,70.66 -165.32,38.17 -157.87,5.36 -155.38,-27.47 -153.18,-60.02 -148.82,-85.51 -27.94,-54.63 19.90,-22.01 23.50,10.84 25.64,54.49 59.98,85.51 107.73,59.90 -131.24,27.25 -126.89,-5.60 -124.70,-38.36 -122.21,-70.73 -114.73,-76.02 40.40,-43.79 51.51,-11.07 54.25,21.78 56.39
39.13 -119.74,71.59 -111.82,75.04 43.80,42.67 54.04,9.87 56.72,-22.97 58.86,-55.57 62.58,-86.01 121.20,-59.07 -128.65,-26.51 -124.44,6.32 -122.26,50.01 -88.38,81.97 -66.34,64.35 79.86,31.76 85.12,-1.08 87.41,-33.87 89.75,-66.33 95.55,-80.26 -114.04,-48.27 -96.68,-15.58 -93.66,17.27 -91.54,60.85 -56.21,84.88 73.10,53.54 112.49,20.82 115.98,-12.03 118.11,-44.75 120.90,-76.93 132.98,-69.80 -72.45,-37.41 -65.40,-4.64 -62.95,28.21 -60.73,71.59 -21.82,75.04 133.80,42.67 144.04,9.87 146.72,-22.97 148.86,-55.57 152.58,-86.01 -148.80,-59.07 -38.65,-26.51 -34.44,6.32 -32.26,39.13 -29.74,81.97 23.66,64.35 169.86,31.76 175.12,-1.08 177.41,-33.87 179.75,-66.33 -174.45,-80.26 -24.04,-48.27 -6.68,-15.58 -3.66,17.27 -1.54,50.01 1.62,84.88 163.10,53.54 -157.51,20.82 -154.02,-12.03 -151.89,-44.75 -149.10,-76.93 -137.02,-69.80 17.55,-37.41 24.60,-4.64 27.05,28.21 29.27,60.85 33.79
42.75 -119.59,75.12 -109.28,71.51 46.31,39.04 54.18,6.23 56.70,-26.60 58.89,-59.16 63.11,-85.97 174.34,-55.49 -128.13,-22.88 -124.42,9.96 -122.28,53.62 -88.03,84.94 -47.97,60.76 80.67,28.12 85.18,-4.73 87.39,-37.49 89.84,-69.89 96.93,-76.85 -108.44,-44.66 -96.45,-11.95 -93.67,20.91 -91.54,64.44 -55.39,81.89 91.05,49.93 112.83,17.18 115.98,-15.67 118.10,-48.35 121.13,-80.34 138.66,-66.25 -71.08,-33.79 -65.31,-0.99 -62.97,31.85 -60.68,75.12 -19.28,71.51 136.31,39.04 144.18,6.23 146.70,-26.60 148.89,-59.16 153.11,-85.97 -95.66,-55.49 -38.13,-22.88 -34.42,9.96 -32.28,42.75 -29.59,84.94 42.03,60.76 170.67,28.12 175.18,-4.73 177.39,-37.49 179.84,-69.89 -173.07,-76.85 -18.44,-44.66 -6.45,-11.95 -3.67,20.91 -1.54,53.62 1.97,81.89 -178.95,49.93 -157.17,17.18 -154.02,-15.67 -151.90,-48.35 -148.87,-80.34 -131.34,-66.25 18.92,-33.79 24.69,-0.99 27.03,31.85 29.32,64.44 34.61
46.37 -119.39,78.60 -105.08,67.95 47.95,35.41 54.29,2.59 56.68,-30.23 58.93,-62.74 63.82,-83.49 -156.41,-51.89 -127.73,-19.24 -124.41,13.61 -122.29,57.23 -87.58,86.42 -2.65,57.16 81.28,24.49 85.21,-8.37 87.37,-41.11 89.97,-73.42 98.97,-73.36 -105.24,-41.05 -96.28,-8.30 -93.68,24.55 -91.52,68.01 -54.24,78.54 98.87,46.31 113.09,13.54 115.98,-19.31 118.10,-51.95 121.43,-83.54 150.40,-62.68 -70.11,-30.16 -65.24,2.65 -62.99,35.48 -60.60,78.60 -15.08,67.95 137.95,35.41 144.29,2.59 146.68,-30.23 148.93,-62.74 153.82,-83.49 -66.41,-51.89 -37.73,-19.24 -34.41,13.61 -32.29,46.37 -29.39,86.42 87.35,57.16 171.28,24.49 175.21,-8.37 177.37,-41.11 179.97,-73.42 -171.03,-73.36 -15.24,-41.05 -6.28,-8.30 -3.68,24.55 -1.52,57.23 2.42,78.54 -171.13,46.31 -156.91,13.54 -154.02,-19.31 -151.90,-51.95 -148.57,-83.54 -119.60,-62.68 19.89,-30.16 24.76,2.65 27.01,35.48 29.40,68.01 35.76
49.99 -119.13,81.95 -97.16,64.37 49.10,31.78 54.37,-1.06 56.66,-33.85 59.00,-66.31 64.79,-80.28 -144.84,-48.29 -127.43,-15.61 -124.41,17.25 -122.30,60.82 -86.97,84.89 42.16,53.56 81.73,20.85 85.23,-12.01 87.35,-44.72 90.14,-76.91 102.20,-69.82 -103.21,-37.43 -96.15,-4.66 -93.70,28.19 -91.49,71.57 -52.58,75.06 103.03,42.69 113.28,9.90 115.97,-22.94 118.11,-55.55 121.82,-86.00 -179.86,-59.10 -69.41,-26.53 -65.20,6.29 -63.01,39.10 -60.49,81.95 -7.16,64.37 139.10,31.78 144.37,-1.06 146.66,-33.85 149.00,-66.31 154.79,-80.28 -54.84,-48.29 -37.43,-15.61 -34.41,17.25 -32.30,49.99 -29.13,84.89 132.16,53.56 171.73,20.85 175.23,-12.01 177.35,-44.72 -179.86,-76.91 -167.80,-69.82 -13.21,-37.43 -6.15,-4.66 -3.70,28.19 -1.49,60.82 3.03,75.06 -166.97,42.69 -156.72,9.90 -154.03,-22.94 -151.89,-55.55 -148.18,-86.00 -89.86,-59.10 20.59,-26.53 24.80,6.29 26.99,39.10 29.51,71.57 37.42
53.60 -118.79,84.92 -78.91,60.78 49.92,28.15 54.42,-4.70 56.64,-37.47 59.09,-69.86 66.17,-76.87 -139.22,-44.68 -127.21,-11.97 -124.42,20.89 -122.29,64.41 -86.15,81.91 60.22,49.95 82.07,17.21 85.23,-15.65 87.34,-48.33 90.37,-80.32 107.86,-66.27 -101.84,-33.81 -96.06,-1.02 -93.72,31.82 -91.43,75.10 -50.06,71.53 105.54,39.06 113.43,6.25 115.95,-26.57 118.13,-59.14 122.35,-85.98 -126.71,-55.51 -68.89,-22.90 -65.17,9.94 -63.03,42.73 -60.35,84.92 11.09,60.78 139.92,28.15 144.42,-4.70 146.64,-37.47 149.09,-69.86 156.17,-76.87 -49.22,-44.68 -37.21,-11.97 -34.42,20.89 -32.29,53.60 -28.79,81.91 150.22,49.95 172.07,17.21 175.23,-15.65 177.34,-48.33 -179.63,-80.32 -162.14,-66.27 -11.84,-33.81 -6.06,-1.02 -3.72,31.82 -1.43,64.41 3.85,71.53 -164.46,39.06 -156.57,6.25 -154.05,-26.57 -151.87,-59.14 -147.65,-85.98 -36.71,-55.51 21.11,-22.90 24.83,9.94 26.97,42.73 29.65,75.10 39.94
57.20 -118.34,86.42 -33.78,57.19 50.52,24.51 54.45,-8.34 56.62,-41.09 59.22,-73.39 68.20,-73.38 -136.01,-41.07 -127.04,-8.33 -124.44,24.53 -122.27,67.99 -85.01,78.56 68.08,46.33 82.33,13.57 85.22,-19.28 87.34,-51.93 90.67,-83.52 119.54,-62.70 -100.87,-30.19 -96.00,2.63 -93.75,35.45 -91.36,78.57 -45.87,67.97 107.19,35.44 113.54,2.61 115.93,-30.20 118.18,-62.72 123.06,-83.51 -97.28,-51.91 -68.49,-19.27 -65.16,13.58 -63.04,46.35 -60.15,86.42 56.22,57.19 140.52,24.51 144.45,-8.34 146.62,-41.09 149.22,-73.39 158.20,-73.38 -46.01,-41.07 -37.04,-8.33 -34.44,24.53 -32.27,57.20 -28.34,78.56 158.08,46.33 172.33,13.57 175.22,-19.28 177.34,-51.93 -179.33,-83.52 -150.46,-62.70 -10.87,-30.19 -6.00,2.63 -3.75,35.45 -1.36,67.99 4.99,67.97 -162.81,35.44 -156.46,2.61 -154.07,-30.20 -151.82,-62.72 -146.94,-83.51 -7.28,-51.91 21.51,-19.27 24.84,13.58 26.96,46.35 29.85,78.57 44.13
60.80 -117.73,84.91 11.22,53.58 50.97,20.87 54.47,-11.99 56.60,-44.70 59.39,-76.89 71.42,-69.85 -133.98,-37.45 -126.91,-4.69 -124.46,28.16 -122.24,71.55 -83.35,75.08 72.25,42.71 82.53,9.92 85.21,-22.92 87.35,-55.53 91.07,-85.99 149.09,-59.12 -100.17,-26.56 -95.95,6.27 -93.77,39.08 -91.25,81.92 -37.99,64.40 108.33,31.81 113.61,-1.03 115.90,-33.83 118.24,-66.29 124.03,-80.30 -85.65,-48.31 -68.19,-15.63 -65.16,17.22 -63.05,49.96 -59.89,84.91 101.22,53.58 140.97,20.87 144.47,-11.99 146.60,-44.70 149.39,-76.89 161.42,-69.85 -43.98,-37.45 -36.91,-4.69 -34.46,28.16 -32.24,60.80 -27.73,75.08 162.25,42.71 172.53,9.92 175.21,-22.92 177.35,-55.53 -178.93,-85.99 -120.91,-59.12 -10.17,-26.56 -5.95,6.27 -3.77,39.08 -1.25,71.55 6.65,64.40 -161.67,31.81 -156.39,-1.03 -154.10,-33.83 -151.76,-66.29 -145.97,-80.30 4.35,-48.31 21.81,-15.63 24.84,17.22 26.95,49.96 30.11,81.92 52.01
64.39 -116.91,81.93 29.39,49.97 51.31,17.23 54.48,-15.62 56.59,-48.31 59.62,-80.30 77.06,-66.29 -132.61,-33.83 -126.82,-1.04 -124.48,31.80 -122.19,75.08 -80.83,71.55 74.77,39.09 82.67,6.28 85.19,-26.55 87.38,-59.11 91.59,-85.99 -157.76,-55.53 -99.64,-22.93 -95.93,9.91 -93.79,42.71 -91.10,84.90 -19.85,60.81 109.16,28.17 113.67,-4.68 115.88,-37.45 118.33,-69.84 125.40,-76.89 -80.00,-44.71 -67.96,-11.99 -65.17,20.86 -63.05,53.58 -59.55,81.93 119.39,49.97 141.31,17.23 144.48,-15.62 146.59,-48.31 149.62,-80.30 167.06,-66.29 -42.61,-33.83 -36.82,-1.04 -34.48,31.80 -32.19,64.39 -26.91,71.55 164.77,39.09 172.67,6.28 175.19,-26.55 177.38,-59.11 -178.41,-85.99 -67.76,-55.53 -9.64,-22.93 -5.93,9.91 -3.79,42.71 -1.10,75.08 9.17,60.81 -160.84,28.17 -156.33,-4.68 -154.12,-37.45 -151.67,-69.84 -144.60,-76.89 10.00,-44.71 22.04,-11.99 24.83,20.86 26.95,53.58 30.45,84.90 70.15
67.97 -115.77,78.58 37.29,46.36 51.57,13.59 54.47,-19.26 56.59,-51.91 59.92,-83.50 88.67,-62.72 -131.63,-30.21 -126.75,2.60 -124.50,35.43 -122.11,78.55 -76.66,68.00 76.43,35.46 82.78,2.63 85.17,-30.18 87.42,-62.69 92.30,-83.53 -128.15,-51.94 -99.25,-19.29 -95.92,13.56 -93.80,46.33 -90.91,86.42 25.09,57.21 109.76,24.53 113.70,-8.32 115.86,-41.06 118.46,-73.37 127.43,-73.40 -76.78,-41.09 -67.79,-8.35 -65.19,24.50 -63.03,57.18 -59.10,78.58 127.29,46.36 141.57,13.59 144.47,-19.26 146.59,-51.91 149.92,-83.50 178.67,-62.72 -41.63,-30.21 -36.75,2.60 -34.50,35.43 -32.11,67.97 -25.77,68.00 166.43,35.46 172.78,2.63 175.17,-30.18 177.42,-62.69 -177.70,-83.53 -38.15,-51.94 -9.25,-19.29 -5.92,13.56 -3.80,46.33 -0.91,78.55 13.34,57.21 -160.24,24.53 -156.30,-8.32 -154.14,-41.06 -151.54,-73.37 -142.57,-73.40 13.22,-41.09 22.21,-8.35 24.81,24.50 26.97,57.18 30.90,86.42 115.09
71.52 -114.12,75.11 41.48,42.74 51.77,9.95 54.46,-22.90 56.60,-55.50 60.31,-85.98 118.04,-59.14 -130.93,-26.58 -126.71,6.25 -124.52,39.06 -122.00,81.90 -68.82,64.42 77.57,31.83 82.86,-1.01 85.15,-33.80 87.49,-66.26 93.27,-80.33 -116.45,-48.34 -98.95,-15.66 -95.92,17.20 -93.80,49.94 -90.65,84.93 70.28,53.61 110.22,20.90 113.72,-11.96 115.85,-44.68 118.63,-76.86 130.64,-69.87 -74.74,-37.48 -67.66,-4.71 -65.21,28.14 -63.00,60.78 -58.49,75.11 131.48,42.74 141.77,9.95 144.46,-22.90 146.60,-55.50 150.31,-85.98 -151.96,-59.14 -40.93,-26.58 -36.71,6.25 -34.52,39.06 -32.00,71.52 -24.12,64.42 167.57,31.83 172.86,-1.01 175.15,-33.80 177.49,-66.26 -176.73,-80.33 -26.45,-48.34 -8.95,-15.66 -5.92,17.20 -3.80,49.94 -0.65,81.90 21.18,53.61 -159.78,20.90 -156.28,-11.96 -154.15,-44.68 -151.37,-76.86 -139.36,-69.87 15.26,-37.48 22.34,-4.71 24.79,28.14 27.00,60.78 31.51,84.93 160.28
