-0.121097 -95.055183,39.989112 -92.038857,79.421930 -75.469562,59.900058 78.755107,19.960339 83.650109,-20.187454 86.270801,-60.019052 91.179640,-79.460942 -114.703090,-40.173201 -98.076082,13.269173 -64.202055,53.281501 -60.234965,85.118616 67.836185,46.643028 111.152421,6.574505 114.539162,-33.523770 117.328369,-73.092472 126.832990,-66.583138 -73.355553,-26.861205 -66.863853,26.645556 -33.248300,66.489447 -26.777126,73.025457 133.122415,33.322540 142.594531,-6.815005 145.380887,-46.807508 148.774357,-85.128009 -167.810957,-53.424185 -39.885445,-13.504619 -35.908727,39.989112 -2.038857,79.421930 14.530438,59.900058 168.755107,19.960339 173.650109,-20.187454 176.270801,-60.019052 -178.820360,-79.460942 -24.703090,-40.173201 -8.076082,-0.121097 -5.055183,53.281501 29.765035,85.118616 157.836185,46.643028 -158.847579,6.574505 -155.460838,-33.523770 -152.671631,-73.092472 -143.167010,-66.583138 16.644447,-26.861205 23.136147,13.269173 25.797945,66.489447 63.222874,73.025457 -136.877585,33.322540 -127.405469,-6.815005 -124.619113,-46.807508 -121.225643,-85.128009 -77.810957,-53.424185 50.114555,-13.504619 54.091273,26.645556 56.751700
54.755165 71.212586,14.757436 75.348978,-25.378102 77.994539,-65.127003 84.050949,-74.526632 -116.771664,-35.003565 -106.218213,5.085635 -103.387436,45.164662 -100.098044,84.017138 -67.043630,41.469880 103.123106,1.367707 106.207875,-38.695844 109.166743,-78.068059 123.519272,-61.481813 -80.319821,-21.672315 -75.131478,18.472898 -72.508657,58.430405 -67.861415,80.797037 83.572726,28.131064 134.376188,-12.017593 137.056757,-51.954573 140.880069,-85.976657 -106.542834,-48.280449 -47.731299,-8.302992 -44.229776,31.838646 -41.479558,71.579204 -32.876976,67.948865 127.406371,14.757436 165.348978,-25.378102 167.994539,-65.127003 174.050949,-74.526632 -26.771664,-35.003565 -16.218213,5.085635 -13.387436,45.164662 -10.098044,84.017138 22.956370,54.755165 161.212586,1.367707 -163.792125,-38.695844 -160.833257,-78.068059 -146.480728,-61.481813 9.680179,-21.672315 14.868522,18.472898 17.491343,58.430405 22.138585,80.797037 173.572726,41.469880 -166.876894,-12.017593 -132.943243,-51.954573 -129.119931,-85.976657 -16.542834,-48.280449 42.268701,-8.302992 45.770224,31.838646 48.520442,71.579204 57.123024,67.948865 -142.593629,28.131064 -135.623812
52.951486 71.412879,12.936001 75.344418,-27.193122 78.010425,-66.908761 84.608078,-72.770556 -115.473737,-33.192429 -106.178240,6.907783 -103.397632,46.973858 -99.987746,85.336782 -53.730800,39.657556 103.194463,-0.454356 106.196420,-40.503806 109.232124,-79.769764 126.456455,-59.691406 -79.977477,-19.855005 -75.126846,20.293263 -72.506089,60.228854 -67.551607,79.110482 87.185320,26.312969 134.394672,-13.837444 137.051172,-53.753014 141.064444,-84.899258 -88.345442,-46.477670 -47.610087,-6.481889 -44.239375,33.654640 -41.444244,73.348433 -31.755085,66.162404 128.025763,12.936001 165.344418,-27.193122 168.010425,-66.908761 174.608078,-72.770556 -25.473737,-33.192429 -16.178240,6.907783 -13.397632,46.973858 -9.987746,85.336782 36.269200,52.951486 161.412879,-0.454356 -163.803580,-40.503806 -160.767876,-79.769764 -143.543545,-59.691406 10.022523,-19.855005 14.873154,20.293263 17.493911,60.228854 22.448393,79.110482 177.185320,39.657556 -166.805537,-13.837444 -132.948828,-53.753014 -128.935556,-84.899258 1.654558,-46.477670 42.389913,-6.481889 45.760625,33.654640 48.555756,73.348433 58.244915,66.162404 -141.974237,26.312969 -135.605328
51.146376 71.587171,11.114315 75.338118,-29.007306 78.030934,-68.686579 85.272282,-71.005860 -114.432209,-31.380327 -106.144909,8.729851 -103.406938,48.781907 -99.861024,86.229313 -32.244026,37.844306 103.255817,-2.276283 106.185015,-42.310643 109.307993,-81.431453 130.582169,-57.898833 -79.682497,-18.037028 -75.125123,22.113178 -72.500501,62.025164 -67.191418,77.390531 89.797835,24.494271 134.408740,-15.656783 137.047448,-55.549844 141.276395,-83.494967 -77.243348,-44.673605 -47.504606,-4.660476 -44.249791,35.469854 -41.402047,75.108154 -30.347067,64.372367 128.547006,11.114315 165.338118,-29.007306 168.030934,-68.686579 175.272282,-71.005860 -24.432209,-31.380327 -16.144909,8.729851 -13.406938,48.781907 -9.861024,86.229313 57.755974,51.146376 161.587171,-2.276283 -163.814985,-42.310643 -160.692007,-81.431453 -139.417831,-57.898833 10.317503,-18.037028 14.874877,22.113178 17.499499,62.025164 22.808582,77.390531 179.797835,37.844306 -166.744183,-15.656783 -132.952552,-55.549844 -128.723605,-83.494967 12.756652,-44.673605 42.495394,-4.660476 45.750209,35.469854 48.597953,75.108154 59.652933,64.372367 -141.452994,24.494271 -135.591260
49.339937 71.738977,9.292429 75.330346,-30.820614 78.056602,-70.459570 86.072521,-69.234592 -113.582495,-29.567298 -106.117530,10.551788 -103.415111,50.588738 -99.715545,86.365254 -4.183802,36.030176 103.308257,-4.098022 106.173887,-44.116311 109.395669,-83.024699 136.679741,-56.104308 -79.427349,-16.218431 -75.125967,23.932595 -72.491513,63.819027 -66.770481,75.649065 91.759189,22.675016 134.418859,-17.475563 137.045877,-57.344935 141.520522,-81.932619 -70.282716,-42.868308 -47.412986,-2.838806 -44.260787,37.284247 -41.352161,76.854723 -28.540534,62.579334 128.989234,9.292429 165.330346,-30.820614 168.056602,-70.459570 176.072521,-69.234592 -23.582495,-29.567298 -16.117530,10.551788 -13.415111,50.588738 -9.715545,86.365254 85.816198,49.339937 161.738977,-4.098022 -163.826113,-44.116311 -160.604331,-83.024699 -133.320259,-56.104308 10.572651,-16.218431 14.874033,23.932595 17.508487,63.819027 23.229519,75.649065 -178.240811,36.030176 -166.691743,-17.475563 -132.954123,-57.344935 -128.479478,-81.932619 19.717284,-42.868308 42.587014,-2.838806 45.739213,37.284247 48.647839,76.854723 61.459466,62.579334 -141.010766,22.675016 -135.581141
47.532256 71.871224,7.470396 75.321363,-32.633006 78.088025,-72.226477 87.049030,-67.458156 -112.879814,-27.753381 -106.095488,12.373542 -103.421894,52.394268 -99.548541,85.672712 20.000775,34.215210 103.352737,-5.919520 106.163267,-45.920762 109.496683,-84.490043 146.236791,-54.308001 -79.205997,-14.399260 -75.129058,25.751470 -72.478712,65.610044 -66.275431,73.892937 93.275917,20.855250 134.425455,-19.293735 137.046772,-59.138131 141.802478,-80.288074 -65.655537,-41.061827 -47.333622,-1.016931 -44.272131,39.097774 -41.293669,78.582285 -26.157901,60.783743 129.366953,7.470396 165.321363,-32.633006 168.088025,-72.226477 177.049030,-67.458156 -22.879814,-27.753381 -16.095488,12.373542 -13.421894,52.394268 -9.548541,85.672712 110.000775,47.532256 161.871224,-5.919520 -163.836733,-45.920762 -160.503317,-84.490043 -123.763209,-54.308001 10.794003,-14.399260 14.870942,25.751470 17.521288,65.610044 23.724569,73.892937 -176.724083,34.215210 -166.647263,-19.293735 -132.953228,-59.138131 -128.197522,-80.288074 24.344463,-41.061827 42.666378,-1.016931 45.727869,39.097774 48.706331,78.582285 63.842099,60.783743 -140.633047,20.855250 -135.574545
45.723407 71.986367,5.648267 75.311416,-34.444444 78.125869,-73.985487 88.259294,-65.677536 -112.292201,-25.938614 -106.078229,14.195060 -103.427021,54.198401 -99.356693,84.453768 35.542017,32.399453 103.390095,-7.740724 106.153390,-47.723944 109.612820,-85.695064 161.899591,-52.510045 -79.013545,-12.579562 -75.134099,27.569756 -72.461645,67.397682 -65.688735,72.126344 94.476828,19.035019 134.428916,-21.111256 137.050468,-60.929233 142.129285,-78.596707 -62.409051,-39.254208 -47.265132,0.805095 -44.283595,40.910389 -41.225526,80.280884 -22.904181,58.985927 129.691356,5.648267 165.311416,-34.444444 168.125869,-73.985487 178.259294,-65.677536 -22.292201,-25.938614 -16.078229,14.195060 -13.427021,54.198401 -9.356693,84.453768 125.542017,45.723407 161.986367,-7.740724 -163.846610,-47.723944 -160.387180,-85.695064 -108.100409,-52.510045 10.986455,-12.579562 14.865901,27.569756 17.538355,67.397682 24.311265,72.126344 -175.523172,32.399453 -166.609905,-21.111256 -132.949532,-60.929233 -127.870715,-78.596707 27.590949,-39.254208 42.734868,0.805095 45.716405,40.910389 48.774474,80.280884 67.095819,58.985927 -140.308644,19.035019 -135.571084
43.913455 72.086485,3.826095 75.300746,-36.254890 78.170882,-75.733879 89.788158,-63.893445 -111.796252,-24.123039 -106.065253,16.016292 -103.430211,56.001021 -99.135990,82.977303 45.010406,30.582946 103.421077,-9.561584 106.144497,-49.525798 109.746171,-86.370655 -173.851741,-50.710550 -78.845980,-10.759386 -75.140809,29.387408 -72.439812,69.181223 -64.986957,70.351983 95.445947,17.214371 134.429604,-22.928081 137.057324,-62.717989 142.509787,-76.876469 -60.029485,-37.445492 -47.206318,2.627220 -44.294951,42.722044 -41.146537,81.932402 -18.260870,57.186142 129.971217,3.826095 165.300746,-36.254890 168.170882,-75.733879 179.788158,-63.893445 -21.796252,-24.123039 -16.065253,16.016292 -13.430211,56.001021 -9.135990,82.977303 135.010406,43.913455 162.086485,-9.561584 -163.855503,-49.525798 -160.253829,-86.370655 -83.851741,-50.710550 11.154020,-10.759386 14.859191,29.387408 17.560188,69.181223 25.013043,70.351983 -174.554053,30.582946 -166.578923,-22.928081 -132.942676,-62.717989 -127.490213,-76.876469 29.970515,-37.445492 42.793682,2.627220 45.705049,42.722044 48.853463,81.932402 71.739130,57.186142 -140.028783,17.214371 -135.570396
42.102458 72.173351,2.003934 75.289586,-38.064305 78.223908,-77.467420 91.765730,-62.106407 -111.374455,-22.306696 -106.056106,17.837188 -103.431166,57.801987 -98.881541,81.374468 51.051002,28.765734 103.446343,-11.382048 106.136836,-51.326255 109.899210,-86.221368 -145.938411,-48.909607 -78.699981,-8.938781 -75.148919,31.204384 -72.412661,70.959671 -64.138065,68.571659 96.240225,15.393354 134.427849,-24.744165 137.067732,-64.504068 142.955265,-75.137239 -58.223979,-35.635720 -47.156134,4.449391 -44.305969,44.532690 -41.055320,83.501046 -11.264099,55.384593 130.213508,2.003934 165.289586,-38.064305 168.223908,-77.467420 -178.234270,-62.106407 -21.374455,-22.306696 -16.056106,17.837188 -13.431166,57.801987 -8.881541,81.374468 141.051002,42.102458 162.173351,-11.382048 -163.863164,-51.326255 -160.100790,-86.221368 -55.938411,-48.909607 11.300019,-8.938781 14.851081,31.204384 17.587339,70.959671 25.861935,68.571659 -173.759775,28.765734 -166.553657,-24.744165 -132.932268,-64.504068 -127.044735,-75.137239 31.776021,-35.635720 42.843866,4.449391 45.694031,44.532690 48.944680,83.501046 78.735901,55.384593 -139.786492,15.393354 -135.572151
40.290469 72.248485,0.181837 75.278168,-39.872650 78.285907,-79.179184 94.400700,-60.316817 -111.013451,-20.489629 -106.050373,19.657699 -103.429568,59.601123 -98.587308,79.704005 55.139491,26.947860 103.466486,-13.202067 106.130667,-53.125234 110.074882,-85.325565 -124.647642,-47.107292 -78.572776,-7.117797 -75.158177,33.020639 -72.379576,72.731614 -63.097168,66.786621 96.899537,13.572018 134.423964,-26.559469 137.082120,-66.287039 143.480345,-73.384832 -56.815960,-33.824931 -47.113663,6.271554 -44.316419,46.342272 -40.950276,84.909812 -0.080203,53.581441 130.423839,0.181837 165.278168,-39.872650 168.285907,-79.179184 -175.599300,-60.316817 -21.013451,-20.489629 -16.050373,19.657699 -13.429568,59.601123 -8.587308,79.704005 145.139491,40.290469 162.248485,-13.202067 -163.869333,-53.125234 -159.925118,-85.325565 -34.647642,-47.107292 11.427224,-7.117797 14.841823,33.020639 17.620424,72.731614 26.902832,66.786621 -173.100463,26.947860 -166.533514,-26.559469 -132.917880,-66.287039 -126.519655,-73.384832 33.184040,-33.824931 42.886337,6.271554 45.683581,46.342272 49.049724,84.909812 89.919797,53.581441 -139.576161,13.572018 -135.576036
38.477537 72.313201,-1.640144 75.266719,-41.679884 78.357973,-80.857155 98.045699,-58.524973 -110.702878,-18.671880 -106.047675,21.477776 -103.425077,61.398211 -98.245761,77.993994 58.051278,25.129367 103.482041,-15.021590 106.126260,-54.922640 110.276729,-84.009192 -111.442406,-45.303669 -78.462031,-5.296486 -75.168334,34.836131 -72.339870,74.494990 -61.799464,64.997756 97.452589,11.750414 134.418240,-28.373949 137.100957,-68.066319 144.104321,-71.622869 -55.693549,-32.013162 -47.078095,8.093656 -44.326063,48.150729 -40.829533,85.986835 18.284439,51.776818 130.606776,-1.640144 165.266719,-41.679884 168.357973,-80.857155 -171.954301,-58.524973 -20.702878,-18.671880 -16.047675,21.477776 -13.425077,61.398211 -8.245761,77.993994 148.051278,38.477537 162.313201,-15.021590 -163.873740,-54.922640 -159.723271,-84.009192 -21.442406,-45.303669 11.537969,-5.296486 14.831666,34.836131 17.660130,74.494990 28.200536,64.997756 -172.547411,25.129367 -166.517959,-28.373949 -132.899043,-68.066319 -125.895679,-71.622869 34.306451,-32.013162 42.921905,8.093656 45.673937,48.150729 49.170467,85.986835 108.284439,51.776818 -139.393224,11.750414 -135.581760
36.663709 72.368639,-3.461954 75.255468,-43.485966 78.441364,-82.478913 103.331728,-56.731109 -110.434575,-16.853494 -106.047659,23.297373 -103.417321,63.192968 -97.847381,76.259073 60.211073,23.310302 103.493488,-16.840570 106.123903,-56.718354 110.509039,-82.490149 -103.301292,-43.498796 -78.365766,-3.474900 -75.179154,36.650816 -72.292767,76.246676 -60.148155,63.205714 97.920554,9.928592 134.410952,-30.187567 137.124759,-69.841116 144.853163,-69.853710 -54.782775,-30.200452 -47.048712,9.915645 -44.334660,49.957994 -40.690894,86.419221 44.935770,49.970833 130.766074,-3.461954 165.255468,-43.485966 168.441364,-82.478913 -166.668272,-56.731109 -20.434575,-16.853494 -16.047659,23.297373 -13.417321,63.192968 -7.847381,76.259073 150.211073,36.663709 162.368639,-16.840570 -163.876097,-56.718354 -159.490961,-82.490149 -13.301292,-43.498796 11.634234,-3.474900 14.820846,36.650816 17.707233,76.246676 29.851845,63.205714 -172.079446,23.310302 -166.506512,-30.187567 -132.875241,-69.841116 -125.146837,-69.853710 35.217225,-30.200452 42.951288,9.915645 45.665340,49.957994 49.309106,86.419221 134.935770,49.970833 -139.233926,9.928592 -135.589048
34.849030 72.415797,-5.283542 75.244644,-45.290847 78.537533,-83.998942 111.446338,-54.935407 -110.202031,-15.034518 -106.050001,25.116442 -103.405901,64.985032 -97.379958,74.507484 61.865352,21.490709 103.501268,-18.658960 106.123901,-58.512232 110.777065,-80.868914 -98.000251,-41.692723 -78.282289,-1.653091 -75.190403,38.464650 -72.237391,77.981740 -57.992674,61.410974 98.319379,8.106604 134.402364,-32.000283 137.154101,-71.610320 145.762636,-68.078949 -54.032932,-28.386841 -47.024872,11.737468 -44.341958,51.763988 -40.531752,85.992612 71.628723,48.163577 130.904849,-5.283542 165.244644,-45.290847 168.537533,-83.998942 -158.553662,-54.935407 -20.202031,-15.034518 -16.050001,25.116442 -13.405901,64.985032 -7.379958,74.507484 151.865352,34.849030 162.415797,-18.658960 -163.876099,-58.512232 -159.222935,-80.868914 -8.000251,-41.692723 11.717711,-1.653091 14.809597,38.464650 17.762609,77.981740 32.007326,61.410974 -171.680621,21.490709 -166.498732,-32.000283 -132.845899,-71.610320 -124.237364,-68.078949 35.967068,-28.386841 42.975128,11.737468 45.658042,51.763988 49.468248,85.992612 161.628723,48.163577 -139.095151,8.106604 -135.597636
33.033544 72.455553,-7.104855 75.234481,-47.094479 78.648169,-85.317341 124.604729,-53.138013 -109.999985,-13.214999 -106.054394,26.934939 -103.390377,66.773921 -96.827578,72.744179 63.165179,19.670635 103.505782,-20.476713 106.126579,-60.304091 111.087311,-79.191246 -94.346266,-39.885497 -78.210147,0.168889 -75.201851,40.277588 -72.172746,79.691969 -55.087446,59.613902 98.661293,6.284503 134.392725,-33.812059 137.189622,-73.372341 146.883317,-66.299697 -53.408169,-26.572366 -47.006003,13.559074 -44.347695,53.568621 -40.348995,84.918924 90.055270,46.355128 131.025710,-7.104855 165.234481,-47.094479 168.648169,-85.317341 -145.395271,-53.138013 -19.999985,-13.214999 -16.054394,26.934939 -13.390377,66.773921 -6.827578,72.744179 153.165179,33.033544 162.455553,-20.476713 -163.873421,-60.304091 -158.912689,-79.191246 -4.346266,-39.885497 11.789853,0.168889 14.798149,40.277588 17.827254,79.691969 34.912554,59.613902 -171.338707,19.670635 -166.494218,-33.812059 -132.810378,-73.372341 -123.116683,-66.299697 36.591831,-26.572366 42.993997,13.559074 45.652305,53.568621 49.651005,84.918924 -179.944730,46.355128 -138.974290,6.284503 -135.607275
31.217294 72.488682,-8.925841 75.225217,-48.896803 78.775249,-86.217268 145.831858,-51.339044 -109.824139,-11.394984 -106.060552,28.752817 -103.370268,68.558989 -96.169112,70.972288 64.207644,17.850127 103.507399,-22.293786 106.132289,-62.093698 111.447924,-77.479671 -91.705590,-38.077160 -78.148081,1.990985 -75.213270,42.089585 -72.097690,81.362790 -51.009488,57.814779 98.955833,4.462340 134.382281,-35.622856 137.232041,-75.124826 148.288968,-64.516750 -52.882461,-24.757069 -46.991585,15.380412 -44.351594,55.371784 -40.138874,83.511751 101.278518,44.545554 131.130859,-8.925841 165.225217,-48.896803 168.775249,-86.217268 -124.168142,-51.339044 -19.824139,-11.394984 -16.060552,28.752817 -13.370268,68.558989 -6.169112,70.972288 154.207644,31.217294 162.488682,-22.293786 -163.867711,-62.093698 -158.552076,-77.479671 -1.705590,-38.077160 11.851919,1.990985 14.786730,42.089585 17.902310,81.362790 38.990512,57.814779 -171.044167,17.850127 -166.492601,-35.622856 -132.767959,-75.124826 -121.711032,-64.516750 37.117539,-24.757069 43.008415,15.380412 45.648406,55.371784 49.861126,83.511751 -168.721482,44.545554 -138.869141,4.462340 -135.617719
29.400323 72.515873,-10.746449 75.217097,-50.697757 78.921105,-86.372716 173.729462,-49.538598 -109.670951,-9.574523 -106.068203,30.570034 -103.345041,70.339350 -95.375918,69.193881 65.057722,16.029233 103.506461,-24.110134 106.141410,-63.880755 111.869246,-75.746257 -89.724203,-36.267752 -78.094994,3.813146 -75.224433,43.900589 -72.010912,82.966261 -44.986850,56.013825 99.210543,2.640170 134.371265,-37.432635 137.282167,-76.864168 150.091125,-62.730691 -52.436474,-22.940989 -46.981150,17.201431 -44.353364,57.173346 -39.896829,81.943901 108.297215,42.734915 131.222168,-10.746449 165.217097,-50.697757 168.921105,-86.372716 -96.270538,-49.538598 -19.670951,-9.574523 -16.068203,30.570034 -13.345041,70.339350 -5.375918,69.193881 155.057722,29.400323 162.515873,-24.110134 -163.858590,-63.880755 -158.130754,-75.746257 0.275797,-36.267752 11.905006,3.813146 14.775567,43.900589 17.989088,82.966261 45.013150,56.013825 -170.789457,16.029233 -166.493539,-37.432635 -132.717833,-76.864168 -119.908875,-62.730691 37.563526,-22.940989 43.018850,17.201431 45.646636,57.173346 50.103171,81.943901 -161.702785,42.734915 -138.777832,2.640170 -135.628735
27.582675 72.537742,-12.566629 75.210376,-52.497262 79.088506,-85.702144 -161.964427,-47.736754 -109.537469,-7.753666 -106.077088,32.386546 -103.314102,72.113759 -94.408217,67.410372 65.760421,14.208003 103.503286,-25.925715 106.154358,-65.664869 112.364612,-73.997953 -88.192678,-34.457313 -78.049928,5.635318 -75.235108,45.710549 -71.910894,84.443962 -35.550595,54.211217 99.431466,0.818044 134.359911,-39.241358 137.340916,-78.584569 152.465760,-60.941954 -52.055553,-21.124170 -46.974270,19.022082 -44.352696,58.973143 -39.617258,80.292816 112.953128,40.923266 131.301240,-12.566629 165.210376,-52.497262 169.088506,-85.702144 -71.964427,-47.736754 -19.537469,-7.753666 -16.077088,32.386546 -13.314102,72.113759 -4.408217,67.410372 155.760421,27.582675 162.537742,-25.925715 -163.845642,-65.664869 -157.635388,-73.997953 1.807322,-34.457313 11.950072,5.635318 14.764892,45.710549 18.089106,84.443962 54.449405,54.211217 -170.568534,14.208003 -166.496714,-39.241358 -132.659084,-78.584569 -117.534240,-60.941954 37.944447,-21.124170 43.025730,19.022082 45.647304,58.973143 50.382742,80.292816 -157.046872,40.923266 -138.698760,0.818044 -135.640089
25.764394 72.554842,-14.386330 75.205323,-54.295229 79.280768,-84.499750 -146.246441,-45.933581 -109.421218,-5.932463 -106.086959,34.202309 -103.276791,73.880416 -93.209210,65.622760 66.347844,12.386487 103.498172,-27.740487 106.171584,-67.445515 112.951499,-72.239008 -86.980490,-32.645882 -78.012035,7.457447 -75.245061,47.519406 -71.795864,85.665494 -20.064274,52.407094 99.623505,-1.003983 134.348447,-41.048985 137.409333,-80.276191 155.704627,-59.150867 -51.728397,-19.306654 -46.970553,20.842316 -44.349255,60.770975 -39.293199,78.594473 116.214535,39.110658 131.369455,-14.386330 165.205323,-54.295229 169.280768,-84.499750 -56.246441,-45.933581 -19.421218,-5.932463 -16.086959,34.202309 -13.276791,73.880416 -3.209210,65.622760 156.347844,25.764394 162.554842,-27.740487 -163.828416,-67.445515 -157.048501,-72.239008 3.019510,-32.645882 11.987965,7.457447 14.754939,47.519406 18.204136,85.665494 69.935726,52.407094 -170.376495,12.386487 -166.501828,-41.048985 -132.590667,-80.276191 -114.295373,-59.150867 38.271603,-19.306654 43.029447,20.842316 45.650745,60.770975 50.706801,78.594473 -153.785465,39.110658 -138.630545,-1.003983 -135.651553
23.945523 72.567671,-16.205506 75.202216,-56.091549 79.501898,-83.035663 -136.656855,-44.129138 -109.320103,-4.110967 -106.097574,36.017281 -103.232365,75.636631 -91.695114,63.831765 66.843478,10.564735 103.491399,-29.554411 106.193591,-69.221985 113.653261,-70.472149 -86.002547,-30.833497 -77.980569,9.279481 -75.254051,49.327095 -71.663748,86.363029 4.061516,50.601573 99.790673,-2.825859 134.337101,-42.855474 137.488615,-81.921164 160.319343,-57.357686 -51.446150,-17.488486 -46.969639,22.662086 -44.342683,62.566582 -38.915896,76.867076 118.602133,37.297138 131.428012,-16.205506 165.202216,-56.091549 169.501898,-83.035663 -46.656855,-44.129138 -19.320103,-4.110967 -16.097574,36.017281 -13.232365,75.636631 -1.695114,63.831765 156.843478,23.945523 162.567671,-29.554411 -163.806409,-69.221985 -156.346739,-70.472149 3.997453,-30.833497 12.019431,9.279481 14.745949,49.327095 18.336252,86.363029 94.061516,50.601573 -170.209327,10.564735 -166.508601,-42.855474 -132.511385,-81.921164 -109.680657,-57.357686 38.553850,-17.488486 43.030361,22.662086 45.657317,62.566582 51.084104,76.867076 -151.397867,37.297138 -138.571988,-2.825859 -135.662899
