-0.121097 -95.055183,32.715939 -92.743778,65.294285 -87.230123,81.103988 61.387015,49.058986 80.815655,16.311197 83.903128,-16.543254 86.017453,-49.215778 89.112159,-81.135079 108.607189,-65.392685 -102.900892,-32.918597 -97.369418,10.835021 -64.361363,43.620247 -61.628807,75.961299 -50.554392,70.657835 104.683202,38.172112 112.132634,5.357115 114.616179,-27.467385 116.816591,-60.019052 121.179640,-85.513545 -117.944052,-54.625044 -70.104081,-22.008560 -66.496991,21.784269 -33.614534,54.486535 -30.017055,85.506726 17.732615,59.900058 138.755107,27.252928 143.105233,-5.598175 145.303836,-38.361132 147.791390,-70.734699 155.266449,-76.015762 -49.601060,-43.793928 -38.487269,-11.072689 -35.749279,32.715939 -2.743778,65.294285 2.769877,81.103988 151.387015,49.058986 170.815655,16.311197 173.903128,-16.543254 176.017453,-49.215778 179.112159,-81.135079 -161.392811,-65.392685 -12.900892,-32.918597 -7.369418,-0.121097 -5.055183,43.620247 28.371193,75.961299 39.445608,70.657835 -165.316798,38.172112 -157.867366,5.357115 -155.383821,-27.467385 -153.183409,-60.019052 -148.820360,-85.513545 -27.944052,-54.625044 19.895919,-22.008560 23.503009,10.835021 25.638637,54.486535 59.982945,85.506726 107.732615,59.900058 -131.244893,27.252928 -126.894767,-5.598175 -124.696164,-38.361132 -122.208610,-70.734699 -114.733551,-76.015762 40.398940,-43.793928 51.512731,-11.072689 54.250721,21.784269 56.385466
-36.082929 72.632725,-68.502527 79.161093,-78.191353 -127.397913,-46.066003 -113.705139,-13.364312 -110.832938,19.492617 -108.711853,52.214994 -105.351256,83.859847 -74.411144,62.161950 63.213463,29.541586 67.986508,-3.304613 70.225926,-46.946537 103.859525,-79.025108 118.844799,-67.634801 -88.729090,-35.199039 -82.511084,-2.415111 -80.132319,30.428802 -77.874649,63.038056 -72.914817,83.124337 68.756189,51.333527 95.533606,18.603766 98.811925,-14.252756 100.929706,-57.762153 135.713571,-86.392376 -132.983043,-56.886119 -55.486754,-24.295564 -51.599865,8.541011 -49.442623,41.339635 -46.825235,73.751034 -37.582651,72.889217 118.290310,40.454834 126.960094,7.651374 129.537227,-25.182100 131.704955,-68.502527 169.161093,-78.191353 -37.397913,-46.066003 -23.705139,-13.364312 -20.832938,19.492617 -18.711853,52.214994 -15.351256,83.859847 15.588856,62.161950 153.213463,29.541586 157.986508,-3.304613 160.225926,-36.082929 162.632725,-79.025108 -151.155201,-67.634801 1.270910,-35.199039 7.488916,-2.415111 9.867681,30.428802 12.125351,63.038056 17.085183,83.124337 158.756189,51.333527 -174.466394,18.603766 -171.188075,-14.252756 -169.070294,-46.946537 -166.140475,-86.392376 -42.983043,-56.886119 34.513246,-24.295564 38.400135,8.541011 40.557377,41.339635 43.174765,73.751034 52.417349,72.889217 -151.709690,40.454834 -143.039906,7.651374 -140.462773,-25.182100 -138.295045,-57.762153 -134.286429
-37.892444 72.684951,-70.276068 79.945595,-76.465919 -125.175281,-44.261652 -113.602977,-11.544336 -110.838962,21.312736 -108.707638,54.019271 -105.162042,85.209560 -61.800151,60.365815 63.577884,27.723989 68.008770,-5.126223 70.215056,-48.748972 103.985174,-80.706855 122.377771,-65.854561 -88.131210,-33.388010 -82.470348,-0.593196 -80.143712,32.245370 -77.844177,64.830370 -72.453924,81.530267 75.043921,49.527222 95.687598,16.783026 98.812005,-16.071971 100.926446,-59.554881 136.005272,-85.777835 -108.065534,-55.090570 -55.251345,-22.479293 -51.590372,10.362964 -49.450924,43.151057 -46.743481,75.508134 -36.095368,71.117942 119.351106,38.641986 127.025705,5.829252 129.527365,-26.997209 131.720371,-70.276068 169.945595,-76.465919 -35.175281,-44.261652 -23.602977,-11.544336 -20.838962,21.312736 -18.707638,54.019271 -15.162042,85.209560 28.199849,60.365815 153.577884,27.723989 158.008770,-5.126223 160.215056,-37.892444 162.684951,-80.706855 -147.622229,-65.854561 1.868790,-33.388010 7.529652,-0.593196 9.856288,32.245370 12.155823,64.830370 17.546076,81.530267 165.043921,49.527222 -174.312402,16.783026 -171.187995,-16.071971 -169.073554,-48.748972 -166.014826,-85.777835 -18.065534,-55.090570 34.748655,-22.479293 38.409628,10.362964 40.549076,43.151057 43.256519,75.508134 53.904632,71.117942 -150.648894,38.641986 -142.974295,5.829252 -140.472635,-26.997209 -138.279629,-59.554881 -133.994728
-39.700893 72.746052,-72.043679 80.901523,-74.723144 -123.476880,-42.456080 -113.514286,-9.723909 -110.846500,23.132378 -108.700195,55.822047 -104.944408,86.163757 -41.288624,58.567520 63.891220,25.905755 68.026221,-6.947561 70.204827,-50.550040 104.129391,-82.335097 127.477227,-64.070789 -87.627021,-31.576010 -82.436334,1.228858 -80.155171,34.061193 -77.807387,66.619555 -71.909627,79.864717 79.276886,47.719666 95.821750,14.961930 98.809718,-17.890616 100.925411,-61.345462 136.343701,-84.605081 -91.733549,-53.293317 -55.046846,-20.662292 -51.584332,12.184739 -49.457864,44.961456 -46.649143,77.250989 -34.176126,69.340009 120.215060,36.828237 127.081941,4.007083 129.516756,-28.811485 131.740356,-72.043679 170.901523,-74.723144 -33.476880,-42.456080 -23.514286,-9.723909 -20.846500,23.132378 -18.700195,55.822047 -14.944408,86.163757 48.711376,58.567520 153.891220,25.905755 158.026221,-6.947561 160.204827,-39.700893 162.746052,-82.335097 -142.522773,-64.070789 2.372979,-31.576010 7.563666,1.228858 9.844829,34.061193 12.192613,66.619555 18.090373,79.864717 169.276886,47.719666 -174.178250,14.961930 -171.190282,-17.890616 -169.074589,-50.550040 -165.870609,-84.605081 -1.733549,-53.293317 34.953154,-20.662292 38.415668,12.184739 40.542136,44.961456 43.350857,77.250989 55.823874,69.340009 -149.784940,36.828237 -142.918059,4.007083 -140.483244,-28.811485 -138.259644,-61.345462 -133.656299
-41.508234 72.817110,-73.803614 82.084197,-72.968205 -122.144895,-40.649336 -113.437519,-7.903083 -110.855294,24.951497 -108.689124,57.623185 -104.693559,86.393606 -13.514969,56.767309 64.161777,24.086929 68.039366,-8.768578 70.195475,-52.349667 104.294908,-83.867304 135.263119,-62.284025 -87.198513,-29.763080 -82.408344,3.050999 -80.166469,35.876228 -77.763542,68.404984 -71.261327,78.157695 82.278391,45.910935 95.938563,13.140526 98.805372,-19.708644 100.926915,-63.133628 136.738202,-83.155182 -81.779123,-51.494480 -54.868887,-18.844606 -51.581361,14.006284 -49.463175,46.770777 -46.540560,78.973022 -31.626461,67.556877 120.928501,35.013634 127.129813,2.184918 129.505634,-30.624889 131.765439,-73.803614 172.084197,-72.968205 -32.144895,-40.649336 -23.437519,-7.903083 -20.855294,24.951497 -18.689124,57.623185 -14.693559,86.393606 76.485031,56.767309 154.161777,24.086929 158.039366,-8.768578 160.195475,-41.508234 162.817110,-83.867304 -134.736881,-62.284025 2.801487,-29.763080 7.591656,3.050999 9.833531,35.876228 12.236458,68.404984 18.738673,78.157695 172.278391,45.910935 -174.061437,13.140526 -171.194628,-19.708644 -169.073085,-52.349667 -165.705092,-83.155182 8.220877,-51.494480 35.131113,-18.844606 38.418639,14.006284 40.536825,46.770777 43.459440,78.973022 58.373539,67.556877 -149.071499,35.013634 -142.870187,2.184918 -140.494366,-30.624889 -138.234561,-63.133628 -133.261798
-43.314427 72.899366,-75.553271 83.574968,-71.204359 -121.078256,-38.841463 -113.371337,-6.081907 -110.865093,26.770048 -108.673992,59.422512 -104.403587,85.779087 11.531889,54.965374 64.396177,22.267555 68.048661,-10.589220 70.187246,-54.147765 104.484990,-85.210637 147.838716,-60.494673 -86.831976,-27.949256 -82.385754,4.873172 -80.177376,37.690431 -77.711813,70.185795 -70.481147,76.424716 84.497039,44.101094 96.040152,11.318865 98.799253,-21.526010 100.931299,-64.919028 137.200742,-81.569833 -75.459317,-49.694157 -54.713866,-17.026279 -51.581105,15.827548 -49.466579,48.578958 -46.415791,80.662898 -28.112581,65.769571 121.524401,33.198219 127.170207,0.362812 129.494232,-32.437382 131.796210,-75.553271 173.574968,-71.204359 -31.078256,-38.841463 -23.371337,-6.081907 -20.865093,26.770048 -18.673992,59.422512 -14.403587,85.779087 101.531889,54.965374 154.396177,22.267555 158.048661,-10.589220 160.187246,-43.314427 162.899366,-85.210637 -122.161284,-60.494673 3.168024,-27.949256 7.614246,4.873172 9.822624,37.690431 12.288187,70.185795 19.518853,76.424716 174.497039,44.101094 -173.959848,11.318865 -171.200747,-21.526010 -169.068701,-54.147765 -165.515010,-81.569833 14.540683,-49.694157 35.286134,-17.026279 38.418895,15.827548 40.533421,48.578958 43.584209,80.662898 61.887419,65.769571 -148.475599,33.198219 -142.829793,0.362812 -140.505768,-32.437382 -138.203790,-64.919028 -132.799258
-45.119425 72.994252,-77.288613 85.498064,-69.433750 -120.209527,-37.032503 -113.314580,-4.260433 -110.875656,28.587984 -108.654320,61.219814 -104.067129,84.601177 27.927487,53.161869 64.599762,20.447681 68.054522,-12.409439 70.180395,-55.944224 104.703581,-86.161600 168.253045,-58.703042 -86.516790,-26.134580 -82.368003,6.695326 -80.187659,39.503757 -77.651255,71.960780 -69.530463,74.674461 86.191749,42.290203 96.128317,9.496999 98.791634,-23.342669 100.938930,-66.701198 137.746894,-79.912572 -71.203615,-47.892431 -54.578786,-15.207357 -51.583236,17.648481 -49.467780,50.385929 -46.272547,82.299609 -23.039891,63.978832 122.026838,31.382036 127.203907,-1.459182 129.482776,-34.248925 131.833327,-77.288613 175.498064,-69.433750 -30.209527,-37.032503 -23.314580,-4.260433 -20.875656,28.587984 -18.654320,61.219814 -14.067129,84.601177 117.927487,53.161869 154.599762,20.447681 158.054522,-12.409439 160.180395,-45.119425 162.994252,-86.161600 -101.746955,-58.703042 3.483210,-26.134580 7.631997,6.695326 9.812341,39.503757 12.348745,71.960780 20.469537,74.674461 176.191749,42.290203 -173.871683,9.496999 -171.208366,-23.342669 -169.061070,-55.944224 -165.296419,-79.912572 18.796385,-47.892431 35.421214,-15.207357 38.416764,17.648481 40.532220,50.385929 43.727453,82.299609 66.960109,63.978832 -147.973162,31.382036 -142.796093,-1.459182 -140.517224,-34.248925 -138.166673,-66.701198 -132.253106
-46.923177 73.103434,-79.003076 88.051743,-67.657838 -119.492123,-35.222495 -113.266234,-2.438713 -110.886748,30.405263 -108.629580,63.014818 -103.674889,83.144299 37.900923,51.356920 64.776893,18.627352 68.057332,-14.229184 70.175186,-57.738914 104.955489,-86.395137 -164.103978,-56.909369 -86.244604,-24.319090 -82.354587,8.517406 -80.197082,41.316161 -77.580793,73.728196 -68.354263,72.912113 87.520435,40.478314 96.204603,7.674980 98.782774,-25.158580 100.950208,-68.479517 138.397294,-78.213560 -68.185708,-46.089371 -54.461134,-13.387887 -51.587446,19.469034 -49.466463,52.191610 -46.108114,83.840827 -15.291499,62.185204 122.453788,29.565129 127.231610,-3.281012 129.471495,-36.059479 131.877527,-79.003076 178.051743,-67.657838 -29.492123,-35.222495 -23.266234,-2.438713 -20.886748,30.405263 -18.629580,63.014818 -13.674889,83.144299 127.900923,51.356920 154.776893,18.627352 158.057332,-14.229184 160.175186,-46.923177 163.103434,-86.395137 -74.103978,-56.909369 3.755396,-24.319090 7.645413,8.517406 9.802918,41.316161 12.419207,73.728196 21.645737,72.912113 177.520435,40.478314 -173.795397,7.674980 -171.217226,-25.158580 -169.049792,-57.738914 -165.044511,-78.213560 21.814292,-46.089371 35.538866,-13.387887 38.412554,19.469034 40.533537,52.191610 43.891886,83.840827 74.708501,62.185204 -147.546212,29.565129 -142.768390,-3.281012 -140.528505,-36.059479 -138.122473,-68.479517 -131.602706
-48.725629 73.228858,-80.685348 91.569105,-65.877649 -118.892887,-33.411479 -113.225406,-0.616801 -110.898138,32.221841 -108.599186,64.807168 -103.214965,81.551465 44.223398,49.550631 64.931160,16.806617 68.057445,-16.048406 70.171900,-59.531669 105.246637,-85.790131 -139.087857,-55.113843 -86.008762,-22.502828 -82.345047,10.339361 -80.205400,43.127595 -77.499193,75.485451 -66.871643,71.140936 88.584165,38.665478 96.270342,5.852859 98.772923,-26.973699 100.965568,-70.253126 139.179859,-76.488398 -65.954875,-44.285036 -54.358786,-11.567917 -51.593449,21.289159 -49.462287,53.995905 -45.919241,85.193988 -2.762056,60.389099 122.818935,27.747541 127.253938,-5.102625 129.460618,-37.869008 131.929644,-80.685348 -178.430895,-65.877649 -28.892887,-33.411479 -23.225406,-0.616801 -20.898138,32.221841 -18.599186,64.807168 -13.214965,81.551465 134.223398,49.550631 154.931160,16.806617 158.057445,-16.048406 160.171900,-48.725629 163.228858,-85.790131 -49.087857,-55.113843 3.991238,-22.502828 7.654953,10.339361 9.794600,43.127595 12.500807,75.485451 23.128357,71.140936 178.584165,38.665478 -173.729658,5.852859 -171.227077,-26.973699 -169.034432,-59.531669 -164.753363,-76.488398 24.045125,-44.285036 35.641214,-11.567917 38.406551,21.289159 40.537713,53.995905 44.080759,85.193988 87.237944,60.389099 -147.181065,27.747541 -142.746062,-5.102625 -140.539382,-37.869008 -138.070356,-70.253126 -130.820141
-50.526715 73.372818,-82.314488 96.642644,-64.093919 -118.387610,-31.599492 -113.191310,1.205252 -110.909598,34.037674 -108.562482,66.596398 -102.671868,79.886605 48.476610,47.743091 65.065553,14.985525 68.055187,-17.867059 70.170833,-61.322279 105.584406,-84.622484 -122.651735,-53.316611 -85.803892,-20.685836 -82.338965,12.161138 -80.212358,44.938008 -77.405027,77.228524 -64.959059,69.363079 89.450338,36.851741 96.326693,4.030690 98.762322,-28.787986 100.985490,-72.020823 140.133256,-74.745809 -64.250849,-42.479480 -54.269931,-9.747496 -51.600969,23.108807 -49.454888,55.798702 -45.702004,86.155301 17.632538,58.590831 123.132875,25.929315 127.271449,-6.923967 129.450379,-39.677470 131.990624,-82.314488 -173.357356,-64.093919 -28.387610,-31.599492 -23.191310,1.205252 -20.909598,34.037674 -18.562482,66.596398 -12.671868,79.886605 138.476610,47.743091 155.065553,14.985525 158.055187,-17.867059 160.170833,-50.526715 163.372818,-84.622484 -32.651735,-53.316611 4.196108,-20.685836 7.661035,12.161138 9.787642,44.938008 12.594973,77.228524 25.040941,69.363079 179.450338,36.851741 -173.673307,4.030690 -171.237678,-28.787986 -169.014510,-61.322279 -164.415594,-74.745809 25.749151,-42.479480 35.730069,-9.747496 38.399031,23.108807 40.545112,55.798702 44.297996,86.155301 107.632538,58.590831 -146.867125,25.929315 -142.728551,-6.923967 -140.549621,-39.677470 -138.009376,-72.020823 -129.866744
-52.326362 73.538039,-83.848375 104.382985,-62.307190 -117.958218,-29.786573 -113.163246,3.027392 -110.920899,35.852719 -108.518734,68.381881 -102.025074,78.180000 51.490648,45.934375 65.182577,13.164125 68.050865,-19.685095 70.172302,-63.110478 105.978110,-83.175026 -112.634879,-51.517794 -85.625614,-18.868159 -82.335956,13.982687 -80.217693,46.747343 -77.296641,78.950886 -62.419308,67.580007 90.165494,35.037148 96.374667,2.208525 98.751206,-30.601401 101.010504,-73.780872 141.312542,-72.991003 -62.914855,-40.672750 -54.193018,-7.926674 -51.609748,24.927934 -49.443868,57.599861 -45.451620,86.396315 45.362306,56.790643 123.403941,24.110496 127.284646,-8.744988 129.441014,-41.484827 132.061546,-83.848375 -165.617015,-62.307190 -27.958218,-29.786573 -23.163246,3.027392 -20.920899,35.852719 -18.518734,68.381881 -12.025074,78.180000 141.490648,45.934375 155.182577,13.164125 158.050865,-19.685095 160.172302,-52.326362 163.538039,-83.175026 -22.634879,-51.517794 4.374386,-18.868159 7.664044,13.982687 9.782307,46.747343 12.703359,78.950886 27.580692,67.580007 -179.834506,35.037148 -173.625333,2.208525 -171.248794,-30.601401 -168.989496,-63.110478 -164.021890,-72.991003 27.085145,-40.672750 35.806982,-7.926674 38.390252,24.927934 40.556132,57.599861 44.548380,86.396315 135.362306,56.790643 -146.596059,24.110496 -142.715354,-8.744988 -140.558986,-41.484827 -137.938454,-73.780872 -128.687458
-54.124480 73.727779,-85.195135 116.877587,-60.517870 -117.590951,-27.972761 -113.140589,4.849565 -110.931813,37.666932 -108.467112,70.162758 -101.246822,76.447292 53.717495,44.124548 65.284350,11.342467 68.044767,-21.502470 70.176647,-64.895917 106.439678,-81.590921 -106.280189,-49.717491 -85.470316,-17.049840 -82.335667,15.803955 -80.221124,48.555540 -77.172095,80.641284 -58.920958,65.792750 90.762748,33.221743 96.415153,0.386418 98.739805,-32.413906 101.041198,-75.530684 142.798645,-71.227257 -61.845265,-38.864892 -54.126707,-6.105503 -51.619535,26.746491 -49.428791,59.399213 -45.162198,85.791426 70.508274,54.988729 123.638772,22.291129 127.293988,-10.565636 129.432770,-43.291035 132.143648,-85.195135 -153.122413,-60.517870 -27.590951,-27.972761 -23.140589,4.849565 -20.931813,37.666932 -18.467112,70.162758 -11.246822,76.447292 143.717495,44.124548 155.284350,11.342467 158.044767,-21.502470 160.176647,-54.124480 163.727779,-81.590921 -16.280189,-49.717491 4.529684,-17.049840 7.664333,15.803955 9.778876,48.555540 12.827905,80.641284 31.079042,65.792750 -179.237252,33.221743 -173.584847,0.386418 -171.260195,-32.413906 -168.958802,-64.895917 -163.560322,-71.227257 28.154735,-38.864892 35.873293,-6.105503 38.380465,26.746491 40.571209,59.399213 44.837802,85.791426 160.508274,54.988729 -146.361228,22.291129 -142.706012,-10.565636 -140.567230,-43.291035 -137.856352,-75.530684 -127.201355
-55.920961 73.945972,-86.153149 137.175930,-58.726266 -117.275158,-26.158095 -113.122779,6.671719 -110.942106,39.480270 -108.406675,71.937828 -100.298655,74.697222 55.417825,42.313670 65.372679,9.520604 68.037166,-23.319139 70.184234,-66.678133 106.984628,-79.934354 -102.004140,-47.915782 -85.334994,-15.230926 -82.337769,17.624892 -80.222355,50.362527 -77.029107,82.278888 -53.874064,64.002051 91.266270,31.405570 96.448935,-1.435578 98.728348,-34.225462 101.078227,-77.266246 144.715080,-69.456726 -60.974306,-37.055945 -54.069835,-4.284032 -51.630090,28.564436 -49.409181,61.196543 -44.826397,84.618662 87.008847,53.185243 123.842728,20.471261 127.299891,-12.385860 129.425898,-45.096048 132.238361,-86.153149 -132.824070,-58.726266 -27.275158,-26.158095 -23.122779,6.671719 -20.942106,39.480270 -18.406675,71.937828 -10.298655,74.697222 145.417825,42.313670 155.372679,9.520604 158.037166,-23.319139 160.184234,-55.920961 163.945972,-79.934354 -12.004140,-47.915782 4.665006,-15.230926 7.662231,17.624892 9.777645,50.362527 12.970893,82.278888 36.125936,64.002051 -178.733730,31.405570 -173.551065,-1.435578 -171.271652,-34.225462 -168.921773,-66.678133 -163.015372,-69.456726 29.025694,-37.055945 35.930165,-4.284032 38.369910,28.564436 40.590819,61.196543 45.173603,84.618662 177.008847,53.185243 -146.157272,20.471261 -142.700109,-12.385860 -140.574102,-45.096048 -137.761639,-77.266246 -125.284920
-57.715675 74.197414,-86.397748 164.774538,-56.932619 -117.002460,-24.342615 -113.109310,8.493801 -110.951542,41.292687 -108.336349,73.705357 -99.125824,72.935007 56.750515,40.501794 65.449110,7.698586 68.028321,-25.135059 70.195461,-68.456506 107.633518,-78.235763 -98.973632,-46.112738 -85.217131,-13.411462 -82.341955,19.445451 -80.221072,52.168225 -76.864968,83.821777 -46.171071,62.208458 91.694103,29.588672 96.476712,-3.257411 98.717064,-36.036029 101.122331,-78.981039 147.258846,-67.680875 -60.255177,-35.245951 -54.021385,-2.462316 -51.641177,30.381724 -49.384510,62.991579 -44.434949,83.164238 97.045063,51.380312 124.020176,18.650938 127.302739,-14.205611 129.420667,-46.899817 132.347345,-86.397748 -105.225462,-56.932619 -27.002460,-24.342615 -23.109310,8.493801 -20.951542,41.292687 -18.336349,73.705357 -9.125824,72.935007 146.750515,40.501794 155.449110,7.698586 158.028321,-25.135059 160.195461,-57.715675 164.197414,-78.235763 -8.973632,-46.112738 4.782869,-13.411462 7.658045,19.445451 9.778928,52.168225 13.135032,83.821777 43.828929,62.208458 -178.305897,29.588672 -173.523288,-3.257411 -171.282936,-36.036029 -168.877669,-68.456506 -162.366482,-67.680875 29.744823,-35.245951 35.978615,-2.462316 38.358823,30.381724 40.615490,62.991579 45.565051,83.164238 -172.954937,51.380312 -145.979824,18.650938 -142.697261,-14.205611 -140.579333,-46.899817 -137.652655,-78.981039 -122.741154
-59.508456 74.488010,-85.802334 -170.111750,-55.137116 -116.766184,-22.526363 -113.099723,10.315758 -110.959875,43.104134 -108.254902,75.462765 -97.647847,71.163929 57.817191,38.688970 65.514978,5.876466 68.018481,-26.950188 70.210766,-70.230183 108.414151,-76.510873 -96.734555,-44.308420 -85.114597,-11.591499 -82.347935,21.265581 -80.216936,53.972539 -76.676435,85.178353 -33.722611,60.412383 92.059976,27.771093 96.499106,-5.079026 98.706181,-37.845571 101.174340,-80.663832 150.760693,-65.900736 -59.654580,-33.434947 -53.980465,-0.640405 -51.652565,32.198311 -49.354193,64.783966 -43.975992,81.572651 103.402538,49.574041 124.174720,16.830208 127.302884,-16.024841 129.417354,-48.702286 132.472544,-85.802334 -80.111750,-55.137116 -26.766184,-22.526363 -23.099723,10.315758 -20.959875,43.104134 -18.254902,75.462765 -7.647847,71.163929 147.817191,38.688970 155.514978,5.876466 158.018481,-26.950188 160.210766,-59.508456 164.488010,-76.510873 -6.734555,-44.308420 4.885403,-11.591499 7.652065,21.265581 9.783064,53.972539 13.323565,85.178353 56.277389,60.412383 -177.940024,27.771093 -173.500894,-5.079026 -171.293819,-37.845571 -168.825660,-70.230183 -161.585849,-65.900736 30.345420,-33.434947 36.019535,-0.640405 38.347435,32.198311 40.645807,64.783966 46.024008,81.572651 -166.597462,49.574041 -145.825280,16.830208 -142.697116,-16.024841 -140.582646,-48.702286 -137.527456,-80.663832 -119.239307
-61.299096 74.825120,-84.639842 -153.570990,-53.339905 -116.560943,-20.709381 -113.093598,12.137538 -110.966853,44.914560 -108.160909,77.206057 -95.741888,69.386148 58.685591,36.875244 65.571444,4.054297 68.007888,-28.764486 70.230626,-71.997967 109.365027,-74.768472 -95.024879,-42.502879 -85.025578,-9.771083 -82.355438,23.085236 -80.209581,55.775356 -76.459594,86.146722 -13.444862,58.614141 92.374523,25.952875 96.516676,-6.900373 98.695932,-39.654048 101.235198,-82.293865 155.808496,-64.117048 -59.148212,-31.622973 -53.946287,1.181646 -51.664025,34.014154 -49.317576,66.573240 -43.434091,79.908486 107.676130,47.766517 124.309353,15.009120 127.300655,-17.843501 129.416257,-50.503390 132.616249,-84.639842 -63.570990,-53.339905 -26.560943,-20.709381 -23.093598,12.137538 -20.966853,44.914560 -18.160909,77.206057 -5.741888,69.386148 148.685591,36.875244 155.571444,4.054297 158.007888,-28.764486 160.230626,-61.299096 164.825120,-74.768472 -5.024879,-42.502879 4.974422,-9.771083 7.644562,23.085236 9.790419,55.775356 13.540406,86.146722 76.555138,58.614141 -177.625477,25.952875 -173.483324,-6.900373 -171.304068,-39.654048 -168.764802,-71.997967 -160.634973,-64.117048 30.851788,-31.622973 36.053713,1.181646 38.335975,34.014154 40.682424,66.573240 46.565909,79.908486 -162.323870,47.766517 -145.690647,15.009120 -142.699345,-17.843501 -140.583743,-50.503390 -137.383751,-82.293865 -114.191504
